Strain Rate,Temperature,True Strain,True Stress,True Plastic Strain,Ridge Predicted Stress,RFR Predicted Stress,XGB Predicted Stress,SVR Predicted Stress,ANN Predicted Stress,SGD Predicted Stress
0.001,150,0.063508332,682.5605469,0.05488416,839.0764082,813.9888955,680.94293,830.7492185,727.22375,828.7174544
0.001,150,0.06346935,682.5429688,0.054845178,838.9299767,813.9549548,672.1392,830.5973295,727.19763,828.5609814
0.001,150,0.063516982,682.5773315,0.05489281,839.1089009,813.9888955,683.0397,830.7829222,727.22955,828.7521754
0.001,150,0.063557044,682.6121216,0.054932872,839.2593893,813.9931208,676.6134,830.9390193,727.2564,828.9129835
0.001,150,0.063525565,682.600708,0.054901393,839.141142,813.9902995,680.53906,830.8163649,727.2353,828.7866274
0.001,150,0.063595839,682.6538696,0.054971667,839.4051183,813.9948385,682.6918,831.0901797,727.2824,829.0687059
0.001,150,0.063553989,682.6431274,0.054929817,839.2479135,813.9931208,676.6134,830.9271159,727.2544,828.9007208
0.001,150,0.063619599,682.6943359,0.054995427,839.49437,813.9951095,675.28815,831.1827579,727.29834,829.1640781
0.001,150,0.063614011,682.7038574,0.054989839,839.4733793,813.9950625,671.77405,831.1609849,727.2946,829.141648
0.001,150,0.063619584,682.7160645,0.054995412,839.4943137,813.9951095,675.28815,831.1826994,727.29834,829.1640179
0.001,150,0.063650206,682.7592163,0.055026034,839.6093418,813.9951841,667.11096,831.3020146,727.31885,829.2869341
0.001,150,0.063664623,682.7877197,0.055040451,839.6634976,813.9943981,687.9688,831.3581889,727.32855,829.3448037
0.001,150,0.06368354,682.8242798,0.055059368,839.7345571,813.9949642,693.26904,831.4318968,727.34125,829.4207361
0.001,150,0.063722044,682.868103,0.055097872,839.879193,813.9967367,668.4631,831.5819234,727.36707,829.5752905
0.001,150,0.063715808,682.8725586,0.055091636,839.8557682,813.9980171,692.83826,831.5576255,727.36285,829.5502593
0.001,150,0.063761294,682.9005127,0.055137122,840.0266312,813.9772844,672.1397,831.7348566,727.3934,829.7328393
0.001,150,0.06375806,682.8936768,0.055133888,840.014483,813.9795046,668.80035,831.7222557,727.3912,829.7198581
0.001,150,0.063784815,682.9086914,0.055160644,840.1149889,813.9513183,685.6265,831.8265074,727.4091,829.8272562
0.001,150,0.063791461,682.9193726,0.055167289,840.1399501,813.9251462,671.7895,831.8523989,727.4136,829.8539291
0.001,150,0.063830115,682.9599609,0.055205943,840.2851495,813.8975079,677.5556,832.0030099,727.4395,830.0090855
0.001,150,0.063829549,682.9790649,0.055205377,840.2830233,813.8975079,677.5556,832.0008046,727.43915,830.0068136
0.001,150,0.063875623,683.0317993,0.055251451,840.4560951,813.9027074,680.18994,832.1803267,727.47003,830.1917538
0.001,150,0.063876204,683.0357666,0.055252032,840.4582776,813.9027074,680.18994,832.1825905,727.4704,830.1940859
0.001,150,0.063919321,683.0647583,0.055295149,840.6202417,813.9429263,678.4956,832.3505911,727.4993,830.3671568
0.001,150,0.063912474,683.0443115,0.055288302,840.5945217,813.9176846,678.4956,832.3239125,727.49475,830.3396731
0.001,150,0.063922316,683.024353,0.055298144,840.631492,813.9429263,678.4956,832.3622608,727.50134,830.3791787
0.001,150,0.063987024,683.0532227,0.055362852,840.8745603,814.0334871,677.59973,832.6143883,727.54474,830.6389154
0.001,150,0.063922115,682.9904785,0.055297943,840.630737,813.9429263,678.4956,832.3614776,727.5012,830.3783719
0.001,150,0.063985631,683.0180664,0.055361459,840.8693276,814.0334871,677.59973,832.6089606,727.5438,830.6333239
0.001,150,0.063981839,682.9833374,0.055357667,840.8550834,814.0334871,677.59973,832.5941855,727.54126,830.6181029
0.001,150,0.064007849,682.9877319,0.055383677,840.952787,814.0432182,677.59973,832.6955306,727.5587,830.7225066
0.001,150,0.064056076,682.9938354,0.055431904,841.1339463,814.063853,677.66,832.8834417,727.591,830.9160889
0.001,150,0.064045243,682.9481201,0.055421071,841.0932533,814.062721,676.8933,832.8412321,727.5838,830.8726054
0.001,150,0.064099938,682.942627,0.055475766,841.2987089,814.0825698,681.05084,833.054345,727.6205,831.0921502
0.001,150,0.064084828,682.8914185,0.055460656,841.2419499,814.0720085,675.99255,832.9954706,727.6103,831.0314989
0.001,150,0.064112395,682.859375,0.055488223,841.3455022,814.0866282,677.3919,833.1028823,727.6288,831.1421523
0.001,150,0.064143054,682.850647,0.055518882,841.4606693,814.1270718,678.41626,833.2223417,727.64935,831.265217
0.001,150,0.064162612,682.833252,0.05553844,841.5341367,814.1395367,676.494,833.2985473,727.6625,831.3437225
0.001,150,0.064183094,682.8148193,0.055558922,841.611075,814.1540654,676.494,833.3783531,727.6762,831.4259368
0.001,150,0.064200923,682.8153076,0.055576751,841.6780476,814.1625333,675.12305,833.4478218,727.6882,831.4975021
0.001,150,0.064209551,682.8121338,0.055585379,841.7104577,814.1659178,680.2516,833.4814398,727.694,831.5321347
0.001,150,0.06421826,682.8102417,0.055594089,841.7431758,814.19702,680.2516,833.5153774,727.69977,831.5670965
0.001,150,0.064249977,682.8327637,0.055625806,841.8623171,814.2204156,677.66406,833.6389591,727.72107,831.694408
0.001,150,0.06425453,682.8583984,0.055630358,841.8794162,814.2204156,677.66406,833.6566955,727.7241,831.7126796
0.001,150,0.064273633,682.8893433,0.055649461,841.9511744,814.2824725,677.39734,833.7311282,727.73694,831.7893587
0.001,150,0.064284183,682.9171753,0.055660011,841.9908043,814.284558,677.39734,833.7722351,727.744,831.8317062
0.001,150,0.06431751,682.9632568,0.055693338,842.1159934,814.3194381,681.1201,833.90209,727.76636,831.9654802
0.001,150,0.064333342,683.008667,0.05570917,842.1754645,814.3298463,680.7892,833.9637776,727.777,832.0290296
0.001,150,0.064338461,683.0355225,0.055714289,842.1946934,814.3392946,680.7892,833.9837232,727.7804,832.0495771
0.001,150,0.064393356,683.0932007,0.055769185,842.400904,814.3859017,684.87775,834.1976193,727.8172,832.2699287
0.001,150,0.064389303,683.1176758,0.055765131,842.3856756,814.3859017,684.87775,834.1818234,727.8145,832.253656
0.001,150,0.064414598,683.1604004,0.055790426,842.4806934,814.3932827,678.76587,834.2803825,727.8315,832.3551897
0.001,150,0.064415552,683.1778564,0.05579138,842.484277,814.3932827,678.76587,834.2840997,727.8321,832.359019
0.001,150,0.064449005,683.2272949,0.055824833,842.6099394,814.4339099,685.3221,834.4144455,727.85455,832.4932987
0.001,150,0.064451702,683.2644653,0.05582753,842.6200704,814.435649,685.3221,834.4249541,727.8563,832.5041245
0.001,150,0.06450396,683.3292236,0.055879788,842.8163716,814.4729124,676.9132,834.6285715,727.89136,832.7138871
0.001,150,0.064506724,683.3534546,0.055882553,842.826758,814.4729124,676.9132,834.6393451,727.89325,832.7249858
0.001,150,0.064522006,683.3724976,0.055897834,842.8841594,814.4819379,681.52075,834.6988858,727.9035,832.7863234
0.001,150,0.064540811,683.3864746,0.055916639,842.9547982,814.501776,675.9522,834.7721573,727.9161,832.8618064
0.001,150,0.064556941,683.3901978,0.05593277,843.0153925,814.508716,676.5332,834.83501,727.9269,832.9265559
0.001,150,0.064573921,683.3938599,0.055949749,843.0791722,814.5337996,675.3631,834.9011668,727.9383,832.9947093
0.001,150,0.064597733,683.4088745,0.055973561,843.1686192,814.6423049,675.2427,834.9939475,727.9542,833.0902902
0.001,150,0.064603738,683.4223633,0.055979567,843.1911801,814.7145429,675.2427,835.0173493,727.9583,833.1143982
0.001,150,0.06464798,683.4553833,0.056023808,843.3573664,814.9399639,675.49554,835.1897294,727.988,833.2919808
0.001,150,0.064673044,683.472168,0.056048872,843.4515165,814.6460842,675.49554,835.2873884,728.00476,833.3925872
0.001,150,0.064664662,683.4586792,0.05604049,843.4200304,814.6052591,675.49554,835.2547289,727.99915,833.358942
0.001,150,0.064688534,683.4523315,0.056064362,843.5097029,814.6460842,675.49554,835.3477435,728.01514,833.4547638
0.001,150,0.064706333,683.4395752,0.056082161,843.5765628,814.8012014,675.49554,835.4170953,728.0271,833.5262087
0.001,150,0.064723067,683.4439697,0.056098895,843.6394222,815.5767031,674.9057,835.4822975,728.0383,833.5933786
0.001,150,0.064746857,683.4480591,0.056122685,843.7287866,815.580934,675.82776,835.5749925,728.05426,833.6888713
0.001,150,0.064761922,683.4476318,0.05613775,843.7853766,815.0432569,675.82776,835.6336916,728.06433,833.7493419
0.001,150,0.064772546,683.4561768,0.056148374,843.8252844,814.7430712,675.82776,835.6750868,728.0715,833.7919864
0.001,150,0.064814158,683.484375,0.056189986,843.9815952,815.6145067,674.8305,835.8372233,728.09937,833.9590163
0.001,150,0.064845972,683.496521,0.0562218,844.1011008,815.3520282,674.8305,835.961183,728.1207,834.0867171
0.001,150,0.064827003,683.4821777,0.056202831,844.0298459,815.3349074,674.8305,835.8872724,728.108,834.0105759
0.001,150,0.0648752,683.5166626,0.056251029,844.2108963,815.9111369,674.8305,836.0750706,728.1403,834.2040418
0.001,150,0.064866357,683.5015259,0.056242185,844.1776748,815.9019642,674.8305,836.0406109,728.1344,834.1685421
0.001,150,0.06489487,683.512146,0.056270698,844.2847806,816.1242231,674.8305,836.1517086,728.1535,834.2829928
0.001,150,0.064910896,683.5139771,0.056286724,844.3449805,815.9991496,674.8305,836.2141521,728.16425,834.3473208
0.001,150,0.064944059,683.524231,0.056319887,844.4695535,815.8431637,675.48047,836.3433681,728.18646,834.4804365
0.001,150,0.064953886,683.5186157,0.056329714,844.5064675,815.407174,676.6819,836.3816579,728.19305,834.5198819
0.001,150,0.065018669,683.5592651,0.056394497,844.7498175,815.3319876,676.6819,836.6340776,728.2365,834.7799197
0.001,150,0.064946786,683.512146,0.056322614,844.4797972,815.8431637,675.48047,836.3539935,728.1883,834.4913826
0.001,150,0.06501741,683.5581055,0.056393238,844.7450882,815.3319876,676.6819,836.629172,728.23566,834.7748661
0.001,150,0.064998105,683.5452271,0.056373933,844.6725712,815.1795116,676.6819,836.5539522,728.2227,834.6973762
0.001,150,0.065046281,683.5809937,0.056422109,844.8535388,815.9860684,676.11066,836.7416646,728.25507,834.8907538
0.001,150,0.065061256,683.597168,0.056437084,844.9097907,816.1228895,676.11066,836.800013,728.2651,834.9508631
0.001,150,0.06506189,683.6102905,0.056437718,844.9121723,816.1228895,676.11066,836.8024834,728.2655,834.953408
0.001,150,0.06510029,683.6453857,0.056476118,845.0564175,816.2133302,676.5572,836.9521047,728.29126,835.1075449
0.001,150,0.065095343,683.6539307,0.056471171,845.0378347,816.2035255,676.4843,836.9328292,728.2879,835.0876877
0.001,150,0.065124936,683.6847534,0.056500765,845.1490012,816.2279373,676.5572,837.0481389,728.30774,835.2064775
0.001,150,0.065162942,683.7252197,0.05653877,845.2917626,816.472787,678.2863,837.1962212,728.33325,835.3590289
0.001,150,0.065155059,683.7233276,0.056530887,845.262151,816.472787,678.2863,837.1655059,728.328,835.3273867
0.001,150,0.065182127,683.7455444,0.056557955,845.3638289,816.4723351,672.2872,837.2709734,728.3461,835.4360371
0.001,150,0.065197013,683.7533569,0.056572841,845.4197465,816.4350687,672.2872,837.328975,728.35614,835.4957893
0.001,150,0.065210193,683.7789307,0.056586022,845.4692594,816.2408185,681.54205,837.3803333,728.3649,835.5486976
0.001,150,0.065225311,683.8099365,0.056601139,845.5260447,816.2404434,677.3466,837.439235,728.37506,835.6093769
0.001,150,0.06526646,683.8674316,0.056642288,845.6806162,816.2015947,673.86035,837.5995675,728.40265,835.7745483
0.001,150,0.065261252,683.9055786,0.05663708,845.661053,815.9049667,676.86707,837.5792751,728.3992,835.7536435
0.001,150,0.065315612,683.9824219,0.05669144,845.8652501,815.2511973,677.0452,837.7910827,728.4356,835.9718435
0.001,150,0.065289073,683.9799805,0.056664901,845.7655594,816.1600796,679.6758,837.6876765,728.41785,835.8653164
0.001,150,0.065354779,684.0285645,0.056730608,846.0123803,814.9997844,677.0452,837.9436965,728.4619,836.1290631
0.001,150,0.065336183,683.9992676,0.056712011,845.9425227,815.3609292,677.0452,837.8712353,728.4494,836.0544151
0.001,150,0.065367028,683.9975586,0.056742856,846.0583885,814.967997,677.2464,837.9914194,728.4701,836.1782264
0.001,150,0.065389991,683.9868164,0.056765819,846.1446464,814.7258078,677.2464,838.0808922,728.4855,836.2703995
0.001,150,0.065405384,683.9711914,0.056781212,846.2024684,814.7525882,677.2464,838.1408693,728.49585,836.3321867
0.001,150,0.06542699,683.9584351,0.056802819,846.2836327,814.6956787,677.2464,838.2250585,728.5103,836.4189168
0.001,150,0.065425746,683.9517212,0.056801574,846.278956,814.6956787,677.2464,838.2202075,728.50946,836.4139194
0.001,150,0.065485135,683.9828491,0.056860963,846.502044,814.5513173,673.1008,838.4516101,728.5493,836.6523057
0.001,150,0.065468565,683.954834,0.056844393,846.4398007,814.5546053,676.6404,838.387047,728.5382,836.5857941
0.001,150,0.065501243,683.9573364,0.056877071,846.5625519,814.5515427,673.1008,838.5143732,728.5601,836.716963
0.001,150,0.06552884,683.9533081,0.056904668,846.6662169,814.5516732,671.6433,838.6219018,728.5786,836.8277368
0.001,150,0.065542355,683.9294434,0.056918183,846.7169844,814.5520796,671.6433,838.6745615,728.5877,836.8819858
0.001,150,0.065554745,683.9035645,0.056930574,846.7635298,814.553234,671.6433,838.7228416,728.596,836.931723
0.001,150,0.065594986,683.9036255,0.056970814,846.9146868,814.5677714,670.64844,838.8796323,728.623,837.0932457
0.001,150,0.065598957,683.8728027,0.056974785,846.9296034,814.5677714,670.64844,838.8951048,728.6257,837.1091852
0.001,150,0.06561625,683.8549194,0.056992078,846.9945626,814.5864587,671.6595,838.9624851,728.6372,837.178599
0.001,150,0.065643951,683.84198,0.057019779,847.0986183,814.6174333,671.6595,839.0704189,728.6558,837.2897903
0.001,150,0.065639935,683.810791,0.057015764,847.0835364,814.6174333,671.6595,839.0547749,728.65314,837.2736741
0.001,150,0.065702312,683.8291626,0.05707814,847.3178447,814.7949981,671.6595,839.297816,728.69495,837.5240503
0.001,150,0.065695308,683.8101196,0.057071136,847.291535,814.781626,671.6595,839.2705257,728.69025,837.4959363
0.001,150,0.065697737,683.8000488,0.057073565,847.3006593,814.781626,671.6595,839.27999,728.6919,837.5056863
0.001,150,0.065737076,683.8381348,0.057112904,847.4484317,814.8239033,671.21576,839.4332701,728.71826,837.6635923
0.001,150,0.065729968,683.8474121,0.057105796,847.4217313,814.8239033,671.21576,839.4055745,728.7135,837.635061
0.001,150,0.06575615,683.8859253,0.057131978,847.5200811,814.9768316,672.4864,839.5075898,728.731,837.740155
0.001,150,0.065774359,683.9321289,0.057150187,847.5884811,815.0148359,672.4864,839.5785391,728.7432,837.8132456
0.001,150,0.065798029,684.0025024,0.057173857,847.6773948,815.0976928,672.6703,839.6707666,728.7591,837.9082566
0.001,150,0.065793321,684.0523071,0.057169149,847.6597097,815.0441222,672.6703,839.6524224,728.756,837.8893588
0.001,150,0.065856114,684.1660156,0.057231942,847.8955845,815.3049942,674.2581,839.8970883,728.7981,838.1414087
0.001,150,0.065837741,684.2277832,0.057213569,847.8265684,815.1635858,672.6703,839.8255,728.78577,838.0676598
0.001,150,0.065870054,684.3139038,0.057245882,847.9479485,815.3440338,673.6926,839.9514039,728.80743,838.1973636
0.001,150,0.065893069,684.3789063,0.057268897,848.0344017,815.410448,674.8256,840.0410793,728.8229,838.2897454
0.001,150,0.065902054,684.4293823,0.057277882,848.0681528,815.453628,662.611,840.0760884,728.82886,838.325811
0.001,150,0.065925792,684.4719238,0.05730162,848.1573219,815.5894242,661.20306,840.1685808,728.8448,838.4210949
0.001,150,0.065957919,684.5023804,0.057333747,848.2780034,815.6888714,673.4202,840.2937601,728.86633,838.5500521
0.001,150,0.065959275,684.5100708,0.057335103,848.283097,815.7230382,673.4202,840.2990436,728.86725,838.5554951
0.001,150,0.065979287,684.526062,0.057355115,848.3582698,815.7219837,675.4112,840.3770181,728.8807,838.6358229
0.001,150,0.066020355,684.5456543,0.057396183,848.5125371,815.8206217,675.4112,840.537035,728.9082,838.8006691
0.001,150,0.066034392,684.5367432,0.05741022,848.5652655,815.8206217,675.4112,840.5917286,728.9176,838.8570134
0.001,150,0.066041261,684.5149536,0.057417089,848.5910681,815.8206217,675.4112,840.6184929,728.92224,838.8845854
0.001,150,0.066057965,684.4926147,0.057433793,848.6538148,815.8487621,675.4112,840.6835781,728.9334,838.951635
0.001,150,0.066075288,684.4644775,0.057451116,848.7188867,815.865646,671.05145,840.7510753,728.94507,839.0211692
0.001,150,0.066105723,684.4394531,0.057481552,848.8332161,815.8695166,671.05145,840.8696657,728.96545,839.1433387
0.001,150,0.066121943,684.4008179,0.057497771,848.8941409,815.8687762,671.05145,840.9328612,728.9763,839.2084415
0.001,150,0.066131301,684.3579712,0.057507129,848.9292932,815.8636888,671.05145,840.9693236,728.9826,839.2460043
0.001,150,0.066165321,684.3358154,0.057541149,849.0570854,815.8578223,671.6524,841.1018788,729.00543,839.38256
0.001,150,0.066192895,684.3156128,0.057568723,849.160664,815.8536952,673.44073,841.2093178,729.0239,839.4932415
0.001,150,0.066186048,684.2758789,0.057561876,849.134944,815.8544443,673.44073,841.1826392,729.0193,839.4657578
0.001,150,0.066224232,684.279541,0.05760006,849.2783779,815.8447067,671.0297,841.3314189,729.0449,839.6190277
0.001,150,0.066225983,684.2684326,0.057601811,849.2849553,815.8447067,671.0297,841.3382415,729.0461,839.6260562
0.001,150,0.066249125,684.2736206,0.057624953,849.3718856,815.8353776,674.7168,841.4284117,729.0616,839.7189477
0.001,150,0.066257,684.2814331,0.057632828,849.4014672,815.8295273,672.4713,841.4590957,729.0669,839.7505578
0.001,150,0.066286683,684.324707,0.057662511,849.512968,815.8050486,675.15686,841.5747522,729.0868,839.8697049
0.001,150,0.066298023,684.3588867,0.057673851,849.5555654,815.8050486,675.67065,841.6189373,729.0944,839.9152234
0.001,150,0.066340484,684.4161377,0.057716312,849.7150653,815.6396303,675.67065,841.7843818,729.12286,840.0856611
0.001,150,0.066332676,684.4509277,0.057708504,849.6857355,815.6396303,675.67065,841.7539588,729.1176,840.0543199
0.001,150,0.066379771,684.5038452,0.057755599,849.8626425,815.5984784,676.0132,841.9374592,729.14923,840.2433584
0.001,150,0.066365495,684.5045166,0.057741323,849.8090163,815.6099137,676.0132,841.8818344,729.13965,840.1860548
0.001,150,0.066395484,684.5269775,0.057771312,849.9216666,815.5934729,676.0132,841.9986831,729.1597,840.3064301
0.001,150,0.066404678,684.5375366,0.057780506,849.9562028,815.5878557,673.0001,842.0345065,729.1659,840.3433346
0.001,150,0.066430904,684.5637817,0.057806732,850.0547178,815.5857206,674.8139,842.1366932,729.1835,840.4486053
0.001,150,0.066443056,684.5858765,0.057818884,850.1003654,815.5785837,674.8139,842.1840421,729.19165,840.4973832
0.001,150,0.066476621,684.618103,0.057852449,850.2264485,815.5244428,674.8139,842.3148244,729.2142,840.6321125
0.001,150,0.066477239,684.6262207,0.057853067,850.2287699,815.5244428,674.8139,842.3172324,729.2146,840.6345932
0.001,150,0.066520192,684.6720581,0.05789602,850.390118,815.5128323,672.40607,842.4845939,729.2434,840.8070057
0.001,150,0.066511624,684.6763306,0.057887452,850.3579333,815.5139658,672.40607,842.4512097,729.2377,840.7726139
0.001,150,0.066558644,684.72229,0.057934472,850.5345586,815.5175805,674.3893,842.6344178,729.26917,840.9613514
0.001,150,0.066539519,684.7236328,0.057915347,850.4627177,815.5124555,674.3893,842.5598994,729.25635,840.884584
0.001,150,0.066586725,684.7748413,0.057962554,850.6400454,815.5319955,674.3893,842.7438362,729.28796,841.074072
0.001,150,0.06658712,684.7940063,0.057962948,850.6415254,815.5319955,674.3893,842.7453714,729.28827,841.0756535
0.001,150,0.066617809,684.8223267,0.057993637,850.7568052,815.5927058,677.894,842.8649476,729.30884,841.1988386
0.001,150,0.066622995,684.8406372,0.057998823,850.7762858,815.6142737,678.13043,842.8851543,729.3123,841.2196551
0.001,150,0.066672958,684.8982544,0.058048787,850.9639699,815.6278934,676.3631,843.0798334,729.3458,841.4202097
0.001,150,0.066643126,684.9058838,0.058018954,850.8519056,815.6201256,678.13043,842.9635925,729.3258,841.3004606
0.001,150,0.066705093,684.9690552,0.058080921,851.0846776,815.6420502,676.93646,843.20504,729.3674,841.549195
0.001,150,0.066694818,684.9874878,0.058070647,851.0460845,815.6351506,676.93646,843.1650085,729.3605,841.5079553
0.001,150,0.066718519,685.0200195,0.058094347,851.1351108,815.6435239,675.3738,843.2573529,729.37634,841.6030867
0.001,150,0.066744864,685.0504761,0.058120692,851.2340728,815.6878648,671.86523,843.3600032,729.39404,841.7088351
0.001,150,0.066754535,685.0709839,0.058130363,851.2704008,815.6935909,674.6781,843.3976852,729.4005,841.7476543
0.001,150,0.066777736,685.0980835,0.058153564,851.3575528,815.7208578,673.958,843.4880853,729.4161,841.8407827
0.001,150,0.066814862,685.1417236,0.05819069,851.4970124,815.7731605,673.958,843.6327426,729.441,841.9898058
0.001,150,0.066812359,685.1532593,0.058188187,851.4876101,815.7731605,673.958,843.6229899,729.43933,841.9797588
0.001,150,0.066837765,685.1652832,0.058213593,851.5830449,815.8093018,673.958,843.7219816,729.4563,842.081738
0.001,150,0.066864692,685.1672363,0.05824052,851.6841931,815.9473911,673.958,843.8268996,729.47437,842.1898225
0.001,150,0.066865638,685.151001,0.058241466,851.6877466,815.9473911,673.958,843.8305856,729.47504,842.1936197
0.001,150,0.066906795,685.1461792,0.058282623,851.8423482,815.9719848,674.51685,843.9909492,729.5026,842.3588232
0.001,150,0.066911146,685.1134033,0.058286974,851.8586923,815.9845858,674.51685,844.0079024,729.5055,842.376288
0.001,150,0.066931807,685.0929565,0.058307635,851.936303,815.9925233,674.51685,844.0884057,729.5194,842.4592209
0.001,150,0.066976711,685.0905762,0.058352539,852.1049797,816.0007151,675.8993,844.2633691,729.5495,842.6394647
0.001,150,0.066967413,685.0507202,0.058343241,852.0700529,815.9947584,675.8993,844.2271405,729.5433,842.6021427
0.001,150,0.067004822,685.0465088,0.05838065,852.2105755,816.0324824,676.1123,844.3729005,729.56836,842.7523018
0.001,150,0.067010067,685.0249023,0.058385896,852.2302815,816.0324824,676.1123,844.3933409,729.5719,842.7733591
0.001,150,0.0670316,685.0095215,0.058407428,852.311164,816.041997,675.31226,844.477238,729.5863,842.8597882
0.001,150,0.067037821,684.984436,0.058413649,852.3345325,816.0480596,675.31226,844.5014774,729.5905,842.8847591
0.001,150,0.067074582,684.9829712,0.05845041,852.472621,816.058954,679.0845,844.6447125,729.6151,843.0323171
0.001,150,0.067061037,684.9589233,0.058436865,852.4217408,816.0534154,675.3255,844.5919359,729.606,842.9779477
0.001,150,0.067119658,684.9822998,0.058495486,852.6419439,816.076054,676.73376,844.8203461,729.6454,843.2132514
0.001,150,0.067123115,684.9927368,0.058498943,852.6549297,816.076054,676.73376,844.8338159,729.6477,843.2271277
0.001,150,0.067131326,685.010498,0.058507154,852.6857734,816.076054,676.73376,844.8658092,729.6532,843.2600865
0.001,150,0.06716688,685.0419922,0.058542708,852.819328,816.0953091,678.8746,845.0043413,729.677,843.4027996
0.001,150,0.067188978,685.0510254,0.058564806,852.9023366,816.096335,678.8746,845.0904437,729.69183,843.4915006
0.001,150,0.067184821,685.0385742,0.058560649,852.8867213,816.096335,678.8746,845.0742464,729.689,843.4748145
0.001,150,0.06723237,685.0593872,0.058608199,853.0653375,816.1496406,674.101,845.2595197,729.72095,843.6656793
0.001,150,0.067225866,685.0429688,0.058601694,853.0409022,816.1488279,678.8746,845.2341737,729.71655,843.6395684
0.001,150,0.067260556,685.0593262,0.058636384,853.1712112,816.1506483,679.1942,845.3693394,729.7398,843.7788134
0.001,150,0.0672713,685.0761719,0.058647128,853.2115698,816.1506483,679.1942,845.4112022,729.747,843.8219396
0.001,150,0.067289688,685.0992432,0.058665516,853.2806423,816.1479907,679.1942,845.482849,729.7594,843.8957487
0.001,150,0.067301281,685.1228027,0.058677109,853.3241901,816.1479907,679.1942,845.5280198,729.76715,843.9422828
0.001,150,0.067327879,685.1575317,0.058703708,853.4241062,816.1558175,679.1942,845.6316598,729.785,844.0490507
0.001,150,0.067338042,685.1925659,0.05871387,853.4622786,816.1561954,679.1942,845.6712549,729.7918,844.0898408
0.001,150,0.067377888,685.2483521,0.058753716,853.6119555,816.1636004,678.6528,845.8265104,729.81854,844.2497819
0.001,150,0.067371234,685.2762451,0.058747062,853.5869606,816.1630639,678.6528,845.8005838,729.814,844.2230729
0.001,150,0.067406952,685.3196411,0.058782781,853.7211349,816.2037955,679.4949,845.9397589,729.838,844.3664483
0.001,150,0.067414522,685.3458252,0.05879035,853.749567,816.2037955,678.9566,845.9692507,729.8431,844.3968301
0.001,150,0.067436092,685.3734741,0.05881192,853.8305923,816.2312009,676.18994,846.0532958,729.85754,844.4834117
0.001,150,0.067446604,685.3809814,0.058822433,853.8700831,816.2416294,673.80927,846.0942585,729.8646,844.5256107
0.001,150,0.067482203,685.4036865,0.058858031,854.003803,816.2656747,676.79974,846.2329621,729.8885,844.6685004
0.001,150,0.067500263,685.414978,0.058876092,854.0716471,816.2687112,680.66187,846.3033348,729.9006,844.7409969
0.001,150,0.067518502,685.4176636,0.058894331,854.1401598,816.2748733,680.66187,846.374401,729.9128,844.814208
0.001,150,0.067536592,685.4046021,0.058912421,854.2081128,816.2957144,680.66187,846.4448867,729.9249,844.8868209
0.001,150,0.067563087,685.3999634,0.058938915,854.3076345,816.3100904,678.0516,846.5481176,729.9427,844.9931673
0.001,150,0.067568131,685.3782959,0.058943959,854.3265818,816.313236,678.0516,846.567771,729.94604,845.0134138
0.001,150,0.067588888,685.3659058,0.058964716,854.4045531,816.3162404,678.0516,846.6486483,729.96,845.0967321
0.001,150,0.06759835,685.3482056,0.058974179,854.4400998,816.3248432,678.0516,846.6855198,729.9664,845.1347164
0.001,150,0.067624956,685.3530273,0.059000785,854.5400422,816.3389641,678.0516,846.7891871,729.9842,845.2415124
0.001,150,0.067638762,685.3496094,0.05901459,854.5918991,816.3610346,675.7675,846.8429767,729.99347,845.2969254
0.001,150,0.067659341,685.3701782,0.059035169,854.6692018,816.3816998,678.48505,846.9231605,730.00726,845.3795291
0.001,150,0.06767913,685.4003906,0.059054958,854.7435369,816.4010701,678.48505,847.0002661,730.0205,845.4589618
0.001,150,0.067701265,685.4430542,0.059077093,854.8266845,816.4367619,678.48505,847.0865127,730.03534,845.5478113
0.001,150,0.067720987,685.4917603,0.059096815,854.9007679,816.4574289,678.48505,847.1633573,730.0486,845.6269751
0.001,150,0.067731082,685.5402222,0.059106911,854.9386924,816.4904371,678.48505,847.2026952,730.05536,845.6675002
0.001,150,0.067742899,685.5825806,0.059118727,854.9830779,816.5030666,678.48505,847.2487349,730.0633,845.7149294
0.001,150,0.067780256,685.6411743,0.059156084,855.1234052,816.5431819,678.32263,847.3942923,730.0883,845.8648797
0.001,150,0.067789428,685.6697998,0.059165256,855.1578588,816.5668776,678.32263,847.43003,730.0945,845.901696
0.001,150,0.067803696,685.6966553,0.059179524,855.2114549,816.5769581,678.32263,847.4856236,730.104,845.9589675
0.001,150,0.067833759,685.7374878,0.059209587,855.3243832,816.5933738,678.32263,847.6027607,730.1242,846.0796398
0.001,150,0.06784483,685.7566528,0.059220659,855.3659739,816.5988273,681.23425,847.6459015,730.13165,846.1240826
0.001,150,0.067872554,685.7800293,0.059248382,855.4701122,816.6033433,674.9806,847.7539211,730.1502,846.2353622
0.001,150,0.067889586,685.7966309,0.059265414,855.5340909,816.6062981,674.9806,847.8202844,730.1616,846.3037284
0.001,150,0.067899972,685.8043823,0.0592758,855.5731048,816.6063884,674.9806,847.8607523,730.1686,846.3454176
0.001,150,0.067927703,685.8155518,0.059303531,855.6772731,816.6057772,677.9995,847.968803,730.1872,846.4567293
0.001,150,0.067937918,685.8079834,0.059313746,855.7156446,816.6057871,677.9995,848.0086046,730.19403,846.4977321
