Strain Rate,Temperature,True Strain,True Stress,True Plastic Strain,Ridge Predicted Stress,RFR Predicted Stress,XGB Predicted Stress,SVR Predicted Stress,ANN Predicted Stress,SGD Predicted Stress
0.001,150,0.036775086,666.4985352,0.028150914,738.6560077,796.5817981,644.245,726.586117,684.6723,721.4106906
0.001,150,0.036798075,666.5519409,0.028173903,738.7423633,796.5817981,642.84814,726.6756911,684.726,721.5029681
0.001,150,0.036808204,666.5820923,0.028184032,738.7804117,796.6074141,642.84814,726.7151576,684.74963,721.5436257
0.001,150,0.036846649,666.6317139,0.028222477,738.924826,796.6796055,642.84814,726.8649542,684.8395,721.6979432
0.001,150,0.036852028,666.6557007,0.028227856,738.9450316,796.6796055,643.9679,726.8859129,684.852,721.7195344
0.001,150,0.036885742,666.6992798,0.02826157,739.0716744,796.6844987,644.25354,727.0172757,684.9308,721.8548618
0.001,150,0.036890861,666.7132568,0.028266689,739.0909033,796.6844987,644.1584,727.0372213,684.9427,721.8754094
0.001,150,0.036925595,666.739624,0.028301423,739.2213777,796.6859714,644.1584,727.1725585,685.0238,722.014831
0.001,150,0.036918428,666.7251587,0.028294256,739.1944556,796.6862772,644.1584,727.144633,685.0071,721.9860628
0.001,150,0.036954001,666.7321167,0.028329829,739.3280816,796.6858482,646.49805,727.2832393,685.09015,722.1288522
0.001,150,0.036979049,666.7262573,0.028354878,739.4221753,796.6863124,647.6996,727.3808399,685.1487,722.2293984
0.001,150,0.036985133,666.7172241,0.028360961,739.4450254,796.6863124,647.6996,727.4045416,685.1629,722.2538155
0.001,150,0.03702455,666.7338867,0.028400378,739.5930909,796.6893617,648.03125,727.5581255,685.25494,722.4120346
0.001,150,0.037048385,666.7407227,0.028424213,739.6826244,796.6932958,648.685,727.650996,685.3106,722.5077079
0.001,150,0.037059102,666.7297974,0.02843493,739.7228815,796.6988275,648.685,727.6927535,685.33563,722.5507257
0.001,150,0.037068162,666.7052612,0.02844399,739.7569144,796.7056707,648.685,727.7280548,685.3568,722.5870924
0.001,150,0.037095904,666.6912231,0.028471733,739.8611278,796.743579,649.0373,727.8361523,685.4216,722.6984523
0.001,150,0.037084557,666.647583,0.028460385,739.8185004,796.7329581,649.0373,727.7919361,685.3951,722.6529016
0.001,150,0.037152141,666.6765747,0.028527969,740.072372,796.7473566,651.75684,728.0552696,685.5529,722.9241826
0.001,150,0.037155163,666.6495972,0.028530991,740.0837238,796.7494721,651.75684,728.0670445,685.56,722.9363128
0.001,150,0.037154064,666.6334229,0.028529892,740.0795955,796.7473566,651.75684,728.0627624,685.55743,722.9319014
0.001,150,0.0371948,666.6396484,0.028570628,740.2326157,796.7984858,652.045,728.2214856,685.6525,723.095415
0.001,150,0.037194543,666.6303711,0.028570371,740.2316503,796.7984858,652.045,728.2204842,685.652,723.0943834
0.001,150,0.037222102,666.6363525,0.02859793,740.3351725,796.8019986,652.8468,728.3278648,685.7163,723.2050047
0.001,150,0.037237667,666.6367798,0.028613495,740.3936407,796.8048904,652.8468,728.3885121,685.7527,723.2674824
0.001,150,0.037259508,666.6323242,0.028635336,740.4756839,796.8065717,653.3209,728.4736131,685.8037,723.3551517
0.001,150,0.037270162,666.6322632,0.02864599,740.5157044,796.8065717,642.9793,728.5151252,685.82855,723.3979167
0.001,150,0.037327353,666.6645508,0.028703181,740.7305359,796.8074012,655.55084,728.7379636,685.96216,723.6274803
0.001,150,0.037307747,666.6455078,0.028683575,740.6568882,796.8070678,657.24243,728.661571,685.9164,723.5487822
0.001,150,0.03735083,666.6769409,0.028726658,740.8187246,796.8105712,655.55084,728.8294391,686.01697,723.7217166
0.001,150,0.037354894,666.6898193,0.028730722,740.8339906,796.8105712,655.55084,728.845274,686.0264,723.7380294
0.001,150,0.037372723,666.7139282,0.028748551,740.9009632,796.8168063,653.12646,728.9147427,686.0681,723.8095947
0.001,150,0.037378382,666.727478,0.02875421,740.9222206,796.8168063,653.12646,728.9367923,686.0813,723.8323098
0.001,150,0.037424907,666.7661133,0.028800735,741.0969865,796.8789929,652.2351,729.1180718,686.19,724.0190603
0.001,150,0.0374454,666.7852783,0.028821228,741.1739661,796.8831405,652.2351,729.1979205,686.23785,724.1013189
0.001,150,0.037466612,666.7913818,0.02884244,741.2536465,796.8923866,652.2351,729.2805707,686.28735,724.1864634
0.001,150,0.037489716,666.7891235,0.028865544,741.3404341,796.954071,652.2351,729.3705928,686.3413,724.2792025
0.001,150,0.037502691,666.7792358,0.028878519,741.3891732,796.9754688,652.2351,729.4211484,686.37164,724.3312839
0.001,150,0.037506368,666.7681885,0.028882196,741.4029854,796.9754688,652.2351,729.4354755,686.38025,724.3460433
0.001,150,0.037513509,666.760498,0.028889338,741.4298136,796.9754688,652.2351,729.4633035,686.3969,724.3747112
0.001,150,0.037558533,666.8051758,0.028934361,741.5989373,797.0390589,648.6052,729.6387306,686.5021,724.5554327
0.001,150,0.037568759,666.8443604,0.028944587,741.6373501,797.039918,646.88196,729.678575,686.52594,724.5964796
0.001,150,0.037588187,666.8718872,0.028964015,741.7103292,797.04613,646.88196,729.754274,686.57135,724.6744633
0.001,150,0.037606418,666.8947144,0.028982246,741.7788119,797.0503764,646.88196,729.8253091,686.6139,724.7476422
0.001,150,0.03762988,666.9111938,0.029005708,741.8669442,797.0534183,646.88196,729.9167262,686.6687,724.8418182
0.001,150,0.037639469,666.9113159,0.029015297,741.9029642,797.0530034,646.88196,729.9540886,686.6911,724.8803083
0.001,150,0.037668634,666.909729,0.029044462,742.0125192,797.0647373,646.88196,730.0677268,686.7592,724.9973761
0.001,150,0.037690274,666.9108887,0.029066103,742.0938112,797.1042822,644.9905,730.1520485,686.80975,725.0842427
0.001,150,0.037699658,666.9121094,0.029075487,742.1290611,797.1143036,644.9905,730.1886122,686.83167,725.1219099
0.001,150,0.037731037,666.9366455,0.029106865,742.246929,797.1222987,645.82367,730.3108731,686.90497,725.2478606
0.001,150,0.037742138,666.9379883,0.029117966,742.2886287,797.1236801,645.82367,730.3541269,686.93085,725.2924198
0.001,150,0.037762061,666.944458,0.029137889,742.3634671,797.158245,645.82367,730.4317546,686.9774,725.3723904
0.001,150,0.037799232,666.9645996,0.02917506,742.5030958,797.1720919,646.5427,730.5765873,687.0642,725.5215941
0.001,150,0.037797827,666.9488525,0.029173655,742.4978181,797.1676731,645.82367,730.5711128,687.061,725.5159544
0.001,150,0.037826061,666.9537964,0.029201889,742.6038759,797.1922122,646.5427,730.6811235,687.1269,725.6292852
0.001,150,0.037851997,666.9455566,0.029227825,742.7013015,797.1938546,646.5427,730.7821802,687.18744,725.7333918
0.001,150,0.037863284,666.9316406,0.029239113,742.7437036,797.1934794,646.4744,730.8261626,687.2138,725.7787017
0.001,150,0.037881352,666.9189453,0.02925718,742.8115702,797.1934794,648.06964,730.8965587,687.256,725.8512223
0.001,150,0.037895221,666.9129639,0.029271049,742.8636675,797.1935795,648.06964,730.9505977,687.2884,725.9068922
0.001,150,0.037919804,666.9202271,0.029295633,742.9560145,797.1880693,648.06964,731.0463865,687.3458,726.0055719
0.001,150,0.037932087,666.9314575,0.029307915,743.0021505,797.1880693,649.93134,731.0942419,687.3745,726.0548716
0.001,150,0.037961617,666.9547729,0.029337445,743.1130766,797.1820559,650.05615,731.2093023,687.4435,726.1734045
0.001,150,0.037951313,666.9627686,0.029327141,743.0743708,797.1820559,650.05615,731.1691539,687.41943,726.1320444
0.001,150,0.038018588,667.0176392,0.029394416,743.3270817,797.1849428,651.7889,731.4312834,687.57654,726.4020851
0.001,150,0.037994374,667.0131836,0.029370202,743.2361245,797.1820559,647.0797,731.3369362,687.51996,726.3048905
0.001,150,0.038025483,667.0443726,0.029401312,743.3529857,797.1849428,651.7889,731.4581529,687.59265,726.4297655
0.001,150,0.038037609,667.0670166,0.029413437,743.3985319,797.1849428,652.3485,731.5053966,687.621,726.478435
0.001,150,0.038061634,667.0966797,0.029437462,743.4887791,797.196701,650.8048,731.5990073,687.67706,726.5748709
0.001,150,0.038100671,667.1334229,0.029476499,743.6354171,797.2978093,653.49866,731.7511106,687.76825,726.7315647
0.001,150,0.038121127,667.1487427,0.029496955,743.7122578,797.3345199,653.49866,731.8308151,687.816,726.8136748
0.001,150,0.0381127,667.142395,0.029488528,743.6806027,797.2978093,653.49866,731.7979803,687.7963,726.7798489
0.001,150,0.038154911,667.1679077,0.029530739,743.8391635,797.3533128,653.49866,731.9624507,687.8949,726.9492831
0.001,150,0.038183309,667.1809692,0.029559137,743.9458374,797.4643605,653.5468,732.0731003,687.96124,727.0632722
0.001,150,0.038175866,667.1641235,0.029551694,743.9178786,797.4643605,653.49866,732.0440995,687.94385,727.0333961
0.001,150,0.038209647,667.1652222,0.029585475,744.0447731,797.4694824,653.5468,732.1757234,688.02277,727.1689924
0.001,150,0.038231242,667.1645508,0.029607071,744.125896,797.5138964,653.5468,732.2598698,688.0732,727.2556784
0.001,150,0.038231112,667.1422729,0.02960694,744.1254039,797.5138964,653.5468,732.2593594,688.0729,727.2551525
0.001,150,0.038272541,667.1384888,0.029648369,744.2810272,797.5830264,652.1142,732.4207828,688.1696,727.4214478
0.001,150,0.038292114,667.1260986,0.029667942,744.354551,797.6032434,652.1142,732.4970468,688.21533,727.5000135
0.001,150,0.038292371,667.119812,0.029668199,744.3555164,797.6032434,652.1142,732.4980482,688.21594,727.5010451
0.001,150,0.038364589,667.1621704,0.029740417,744.6267951,797.7236674,649.73206,732.7794376,688.3846,727.7909268
0.001,150,0.038297009,667.1174316,0.029672837,744.3729385,797.605788,652.1142,732.5161196,688.22675,727.5196619
0.001,150,0.038379095,667.1761475,0.029754924,744.681289,797.7285468,649.73206,732.8359625,688.4185,727.8491576
0.001,150,0.038316347,667.1395874,0.029692175,744.4455795,797.605788,650.0979,732.591468,688.2719,727.5972843
0.001,150,0.038387619,667.1925049,0.029763447,744.7133047,797.7301524,649.73206,732.8691714,688.4384,727.8833688
0.001,150,0.038390458,667.2070923,0.029766286,744.7239691,797.7313891,649.73206,732.8802332,688.445,727.8947645
0.001,150,0.038408101,667.2368164,0.029783929,744.790243,797.7325956,649.73206,732.9489772,688.4862,727.9655832
0.001,150,0.038446225,667.2762451,0.029822053,744.9334515,797.7338084,649.73206,733.0975231,688.5753,728.1186122
0.001,150,0.038429908,667.2818604,0.029805737,744.8721623,797.7338084,649.73206,733.0339496,688.5372,728.0531201
0.001,150,0.038474742,667.3277588,0.02985057,745.0405723,797.7338084,649.73206,733.2086364,688.6419,728.2330789
0.001,150,0.038491402,667.3492432,0.02986723,745.1031537,797.7338084,649.73206,733.2735502,688.6808,728.2999519
0.001,150,0.03847253,667.3339233,0.029848358,745.0322632,797.7338084,649.73206,733.2000176,688.6367,728.2242
0.001,150,0.038541645,667.378418,0.029917473,745.2918858,797.7318036,649.73206,733.4693164,688.79816,728.5016264
0.001,150,0.038534366,667.3686523,0.029910194,745.2645431,797.731323,649.73206,733.4409546,688.7811,728.4724086
0.001,150,0.03856254,667.3741455,0.029938368,745.3703755,797.7209635,649.73206,733.5507315,688.8469,728.5854985
0.001,150,0.038588617,667.3851318,0.029964445,745.4683308,797.7107894,649.73206,733.6523376,688.90784,728.6901711
0.001,150,0.038594536,667.3840332,0.029970365,745.4905686,797.6906885,649.73206,733.6754042,688.9217,728.7139339
0.001,150,0.038617898,667.392334,0.029993726,745.5783216,797.6811499,649.73206,733.7664277,688.97626,728.8077045
0.001,150,0.038658611,667.40979,0.03003444,745.7312591,797.6674195,647.989,733.9250653,689.07135,728.9711298
0.001,150,0.038649287,667.395874,0.030025115,745.6962308,797.6683327,647.989,733.8887315,689.04956,728.9336994
0.001,150,0.038672842,667.3965454,0.03004867,745.7847125,797.6674195,647.989,733.9805109,689.10455,729.0282487
0.001,150,0.038714148,667.4055176,0.030089976,745.9398738,797.6674195,647.7821,734.1414551,689.201,729.1940503
0.001,150,0.038708623,667.3884277,0.030084452,745.9191235,797.6674195,647.7821,734.1199314,689.1881,729.171877
0.001,150,0.038738076,667.3989868,0.030113904,746.0297566,797.6674195,647.9518,734.2346879,689.2569,729.2900968
0.001,150,0.038761836,667.413147,0.030137664,746.1190083,797.6681237,647.9518,734.327266,689.3124,729.385469
0.001,150,0.038766153,667.4155273,0.030141981,746.1352246,797.6681237,647.9518,734.3440867,689.3225,729.4027974
0.001,150,0.038794469,667.4414673,0.030170297,746.2415905,797.6705064,647.9518,734.4544169,689.3886,729.5164573
0.001,150,0.038818233,667.4534302,0.030194061,746.3308572,797.6705064,649.31964,734.5470106,689.4441,729.6118456
0.001,150,0.038818598,667.4517212,0.030194426,746.3322283,797.6705064,649.31964,734.5484328,689.44495,729.6133107
0.001,150,0.038868718,667.480896,0.030244546,746.5204984,797.6849967,649.49194,734.7437198,689.562,729.8144914
0.001,150,0.038867325,667.4638672,0.030243153,746.5152657,797.6849967,649.49194,734.7382921,689.5588,729.8089
0.001,150,0.038898643,667.4681396,0.030274471,746.6329083,797.7049184,648.6204,734.8603192,689.6319,729.9346099
0.001,150,0.038904831,667.4616089,0.030280659,746.6561528,797.7067206,649.4567,734.8844301,689.64636,729.9594484
0.001,150,0.038942605,667.4671631,0.030318433,746.7980465,797.8089169,652.44476,735.0316122,689.73456,730.1110725
0.001,150,0.038946602,667.4425049,0.030322431,746.8130645,797.8089169,652.44476,735.04719,689.74396,730.1271204
0.001,150,0.038979784,667.4519653,0.030355612,746.9377052,797.8513208,652.44476,735.176476,689.8214,730.2603084
0.001,150,0.038972218,667.4324341,0.030348046,746.9092844,797.8438406,652.44476,735.146996,689.8038,730.2299386
0.001,150,0.039014794,667.4556274,0.030390622,747.0692163,797.8720759,653.6781,735.3128886,689.9032,730.4008379
0.001,150,0.039017849,667.4636841,0.030393677,747.080692,797.8720759,653.6781,735.324792,689.91034,730.4131006
0.001,150,0.039039124,667.4984131,0.030414952,747.1606092,797.9083757,653.6781,735.4076877,689.96,730.498498
0.001,150,0.039059065,667.5447998,0.030434893,747.2355153,797.9328805,653.9491,735.4853856,690.0066,730.5785408
0.001,150,0.039081898,667.6034546,0.030457726,747.3212848,797.9627614,653.4734,735.5743518,690.05994,730.6701921
0.001,150,0.039090052,667.6489868,0.03046588,747.3519144,797.9759378,655.5187,735.606123,690.079,730.7029221
0.001,150,0.039131165,667.7161255,0.030506993,747.5063507,798.0028157,655.3878,735.7663152,690.175,730.8679489
0.001,150,0.039130449,667.7516479,0.030506277,747.5036611,798.0028157,655.3878,735.7635253,690.1733,730.8650749
0.001,150,0.039155304,667.7876587,0.030531133,747.5970299,798.0030996,655.3878,735.860374,690.2314,730.9648465
0.001,150,0.039173417,667.7984619,0.030549245,747.6650656,798.0028588,655.6376,735.9309453,690.2737,731.0375477
0.001,150,0.039194286,667.8083496,0.030570114,747.7434576,798.0028588,655.42645,736.0122591,690.3224,731.1213155
0.001,150,0.039209295,667.8078613,0.030585123,747.7998372,798.0028588,655.42645,736.07074,690.3574,731.1815613
0.001,150,0.039234787,667.8077393,0.030610615,747.895595,798.0028588,652.8148,736.1700667,690.417,731.2838858
0.001,150,0.03924394,667.7969971,0.030619768,747.9299772,798.0028588,653.43567,736.2057303,690.43835,731.3206257
0.001,150,0.039278008,667.8139038,0.030653836,748.0579498,798.0038305,650.4986,736.3384725,690.51794,731.4573741
0.001,150,0.039284192,667.8093262,0.03066002,748.0811793,798.0044359,650.4986,736.3625677,690.53235,731.4821965
0.001,150,0.039333403,667.8341675,0.030709231,748.2660348,798.0177007,650.4986,736.5543129,690.64734,731.6797286
0.001,150,0.03933328,667.8284302,0.030709108,748.2655727,798.0177007,650.4986,736.5538336,690.64703,731.6792349
0.001,150,0.039353713,667.8319702,0.030729542,748.3423307,798.0285841,650.4986,736.6334524,690.69476,731.7612566
0.001,150,0.039367702,667.8291016,0.03074353,748.3948751,798.0285841,651.3329,736.6879551,690.7274,731.8174042
0.001,150,0.039398603,667.8300781,0.030774431,748.5109512,798.0918587,651.3329,736.8083574,690.79956,731.9414402
0.001,150,0.039401602,667.8115234,0.03077743,748.5222166,798.0918587,651.3329,736.8200427,690.8066,731.9534781
0.001,150,0.03944483,667.8147583,0.030820658,748.6845976,798.2258895,651.0983,736.9884757,690.90753,732.1269946
0.001,150,0.039441478,667.7880249,0.030817306,748.6720062,798.2258895,651.0983,736.975415,690.8997,732.1135397
0.001,150,0.039478656,667.795166,0.030854484,748.8116612,798.2484754,649.67035,737.120275,690.9866,732.2627715
0.001,150,0.03948034,667.7828979,0.030856168,748.8179869,798.3009317,649.67035,737.1268365,690.9905,732.269531
0.001,150,0.039502189,667.7974243,0.030878017,748.9000602,798.3023561,650.58856,737.2119687,691.0415,732.3572325
0.001,150,0.039515987,667.8131104,0.030891815,748.9518908,798.3023561,650.1692,737.265731,691.0737,732.4126175
0.001,150,0.039567422,667.8533936,0.03094325,749.1451006,798.3055132,649.5758,737.4661417,691.19385,732.6190766
0.001,150,0.039551526,667.8493652,0.030927354,749.085389,798.305052,649.5758,737.4042048,691.15674,732.5552704
0.001,150,0.039588839,667.8878784,0.030964667,749.2255511,798.3087436,649.5758,737.5495907,691.2439,732.7050441
0.001,150,0.039593894,667.8931274,0.030969722,749.2445396,798.3087436,649.5758,737.5692869,691.2557,732.7253347
0.001,150,0.039601058,667.9100952,0.030976886,749.2714504,798.3119286,649.5758,737.5972006,691.2724,732.7540909
0.001,150,0.039638452,667.9553833,0.03101428,749.4119167,798.3194895,648.76855,737.7429022,691.35974,732.9041897
0.001,150,0.039667495,667.9993896,0.031043323,749.5210134,798.3256408,650.78357,737.856065,691.42755,733.0207678
0.001,150,0.039667845,668.0181885,0.031043673,749.5223282,798.3256408,650.78357,737.8574287,691.4284,733.0221727
0.001,150,0.039704055,668.0608521,0.031079883,749.6583469,798.3544761,643.81824,737.9985169,691.513,733.167519
0.001,150,0.039728601,668.0770874,0.031104429,749.7505512,798.4136768,649.3579,738.0941577,691.5703,733.2660462
0.001,150,0.039707258,668.0512085,0.031083087,749.6703824,798.3621746,643.81824,738.011001,691.52045,733.1803798
0.001,150,0.039777,668.0881958,0.031152828,749.9323565,798.4507891,649.3579,738.282739,691.68335,733.4603189
0.001,150,0.039751749,668.043396,0.031127578,749.8375077,798.4190493,649.3579,738.1843552,691.6244,733.3589659
0.001,150,0.039793678,668.0460205,0.031169506,749.9950055,798.5056813,649.4958,738.3477229,691.7223,733.5272641
0.001,150,0.039819811,668.0368042,0.031195639,750.0931712,798.5066411,651.5262,738.4495472,691.7833,733.6321615
0.001,150,0.039807905,668.0014648,0.031183733,750.0484476,798.5056813,650.4378,738.4031568,691.7555,733.584371
0.001,150,0.039871607,668.0145874,0.031247435,750.2877369,798.5194307,649.82245,738.6513645,691.9043,733.8400697
0.001,150,0.039854996,667.9838867,0.031230824,750.2253396,798.5158226,649.82245,738.5866416,691.8655,733.7733934
0.001,150,0.039880749,667.9884644,0.031256577,750.3220778,798.5250901,649.82245,738.6869853,691.92566,733.8767655
0.001,150,0.039911475,668.0026855,0.031287303,750.4374966,798.5451503,652.8909,738.8067057,691.9974,734.0000991
0.001,150,0.039935242,668.0206299,0.031311071,750.5267783,798.5797741,653.274,738.8993151,692.0529,734.0955034
0.001,150,0.039943919,668.0281372,0.031319747,750.5593688,798.5797741,653.274,738.9331202,692.0732,734.1303287
0.001,150,0.040014602,668.0708008,0.03139043,750.8248814,798.6972746,659.5757,739.2085286,692.2383,734.414049
0.001,150,0.039937049,668.0096436,0.031312877,750.5335624,798.5797741,653.274,738.906352,692.0571,734.1027527
0.001,150,0.040003408,668.0446167,0.031379236,750.7828324,798.6842755,659.9605,739.1649124,692.2121,734.3691165
0.001,150,0.039968614,668.0048218,0.031344442,750.6521327,798.6299895,656.2752,739.0293415,692.13086,734.229454
0.001,150,0.040044356,668.0479126,0.031420184,750.9366489,798.7044636,660.81616,739.3244617,692.30774,734.533481
0.001,150,0.040004894,668.0180664,0.031380722,750.7884144,798.6922575,659.9605,739.1707024,692.2156,734.3750813
0.001,150,0.040078755,668.0735474,0.031454584,751.0658686,798.7094246,661.32764,739.4584974,692.38806,734.671562
0.001,150,0.040038925,668.0655518,0.031414753,750.916248,798.7044636,660.81616,739.3033004,692.29504,734.5116811
0.001,150,0.040089235,668.1281128,0.031465063,751.1052318,798.7098633,661.32764,739.4993277,692.41254,734.7136245
0.001,150,0.040097363,668.1737671,0.031473191,751.1357637,798.7098633,661.32764,739.5309975,692.4316,734.7462502
0.001,150,0.040115524,668.2319946,0.031491352,751.2039834,798.7098633,661.32764,739.6017598,692.47394,734.8191481
0.001,150,0.040123746,668.2797852,0.031499574,751.2348684,798.7092172,661.395,739.6337959,692.49316,734.852151
0.001,150,0.040182367,668.3614502,0.031558195,751.4550716,798.6998133,661.33307,739.8622061,692.63007,735.0874547
0.001,150,0.040157694,668.3678589,0.031533523,751.362394,798.705184,661.33307,739.7660744,692.57245,734.9884217
0.001,150,0.040222596,668.4188232,0.031598425,751.606191,798.6809333,661.33307,740.0189578,692.724,735.2489372
0.001,150,0.040200286,668.4124146,0.031576114,751.5223823,798.6842202,661.33307,739.9320255,692.67194,735.1593812
0.001,150,0.04023385,668.4247437,0.031609679,751.6484654,798.6803862,661.33307,740.0628078,692.7503,735.2941105
0.001,150,0.040241204,668.4120483,0.031617032,751.6760861,798.6790125,661.33307,740.0914579,692.76746,735.3236253
0.001,150,0.040269308,668.4171753,0.031645136,751.7816556,798.677599,663.7133,740.200962,692.8331,735.4364343
0.001,150,0.040291108,668.4146118,0.031666936,751.8635448,798.6769217,663.0977,740.2859033,692.88403,735.5239391
0.001,150,0.040350329,668.4239502,0.031726157,752.0860017,798.6766246,659.44507,740.5166513,693.02234,735.7616511
0.001,150,0.040313993,668.3764648,0.031689821,751.9495097,798.6766246,660.5363,740.3750721,692.9375,735.615799
0.001,150,0.040382069,668.4073486,0.031757897,752.2052294,798.6766246,660.5116,740.6403226,693.0965,735.8890549
0.001,150,0.040315654,668.3430176,0.031691482,751.955749,798.6766246,660.5363,740.381544,692.94135,735.6224663
0.001,150,0.040386524,668.3726196,0.031762352,752.2219641,798.6766246,660.5116,740.657681,693.1069,735.9069372
0.001,150,0.04035116,668.3081665,0.031726988,752.0891233,798.6766246,659.44507,740.5198891,693.0243,735.7649867
0.001,150,0.040427525,668.3372192,0.031803353,752.3759797,798.6781368,655.8515,740.8174368,693.20264,736.0715144
0.001,150,0.040400814,668.2775269,0.031776642,752.2756429,798.6781368,660.5116,740.7133604,693.14026,735.964297
0.001,150,0.040447548,668.2749023,0.031823376,752.4511939,798.6957485,655.26495,740.8954542,693.2494,736.1518864
0.001,150,0.040445186,668.2388916,0.031821014,752.4423213,798.6957485,655.26495,740.8862509,693.2439,736.1424054
0.001,150,0.040473264,668.2370605,0.031849092,752.5477931,798.716904,655.26495,740.9956537,693.30945,736.2551099
0.001,150,0.040485527,668.230896,0.031861356,752.5938614,798.7216222,655.26495,741.043439,693.33813,736.3043374
0.001,150,0.040521644,668.2616577,0.031897472,752.7295271,798.7510804,654.4972,741.184161,693.4224,736.4493064
0.001,150,0.040504619,668.2583618,0.031880448,752.6655783,798.7393741,654.4972,741.1178289,693.3827,736.3809724
0.001,150,0.040579509,668.315979,0.031955337,752.9468904,798.9194289,654.4972,741.4096255,693.5576,736.6815754
0.001,150,0.040529687,668.2955322,0.031905515,752.7597397,798.7731182,654.4972,741.2154996,693.4412,736.4815908
0.001,150,0.040600456,668.3465576,0.031976284,753.0255754,798.9430148,652.5754,741.4912431,693.6065,736.7656563
0.001,150,0.040583301,668.3450317,0.031959129,752.9611346,798.9194289,654.4972,741.4244006,693.56647,736.6967965
0.001,150,0.040615913,668.3555298,0.031991741,753.0836378,799.009059,652.95123,741.5514696,693.64264,736.8277004
0.001,150,0.04063734,668.3566895,0.032013169,753.1641297,799.0379685,651.1914,741.6349614,693.6927,736.913712
0.001,150,0.040618733,668.3352051,0.031994561,753.0942309,799.009059,652.95123,741.5624574,693.64923,736.8390199
0.001,150,0.040672891,668.3651733,0.032048719,753.2976692,799.0539796,651.1914,741.773478,693.7757,737.0564091
0.001,150,0.040674396,668.3618774,0.032050224,753.3033226,799.056718,651.1914,741.7793421,693.77924,737.0624501
0.001,150,0.040711701,668.3939209,0.032087529,753.4434546,799.1043191,652.92,741.9246968,693.86633,737.2121917
0.001,150,0.040726375,668.4127197,0.032102203,753.4985758,799.1120966,652.92,741.9818724,693.90063,737.2710929
0.001,150,0.040752165,668.4386597,0.032127993,753.595453,799.1497144,654.10706,742.0823603,693.9609,737.3746135
0.001,150,0.040753607,668.4543457,0.032129435,753.6008697,799.1497144,654.10706,742.0879788,693.96423,737.3804017
0.001,150,0.040787812,668.4899292,0.03216364,753.7293569,799.1940672,652.4948,742.2212548,694.0441,737.5176999
0.001,150,0.040779792,668.5085449,0.03215562,753.6992307,799.1926836,652.4948,742.1900058,694.0253,737.4855078
0.001,150,0.04081424,668.5530396,0.032190068,753.8286307,799.1950324,654.6055,742.3242285,694.10583,737.6237814
0.001,150,0.040833812,668.5864258,0.03220964,753.9021507,799.1957171,654.6055,742.4004887,694.15155,737.7023431
0.001,150,0.040855765,668.6116943,0.032231594,753.9846184,799.1957171,659.24054,742.48603,694.2028,737.790466
0.001,150,0.040873475,668.6437378,0.032249304,754.051144,799.1957171,659.24054,742.555035,694.24414,737.8615536
0.001,150,0.04090061,668.6725464,0.032276439,754.1530735,799.1955597,659.22687,742.6607635,694.30756,737.970473
0.001,150,0.040902503,668.6862793,0.032278331,754.1601806,799.1955597,659.22687,742.6681355,694.31195,737.9780675
0.001,150,0.040936619,668.7230835,0.032312447,754.2883335,799.1955597,660.1259,742.8010646,694.39166,738.1150085
0.001,150,0.040959589,668.7536011,0.032335417,754.3746177,799.1951161,660.0809,742.8905647,694.4453,738.2072097
0.001,150,0.040958077,668.7553101,0.032333905,754.368938,799.1955597,660.0809,742.8846733,694.4418,738.2011405
0.001,150,0.040991504,668.770813,0.032367332,754.4945028,799.1942514,661.4091,743.0149179,694.51984,738.3353159
0.001,150,0.041004393,668.7614746,0.032380221,754.5429188,799.1942514,661.4091,743.0651384,694.5499,738.3870521
0.001,150,0.041036598,668.7523193,0.032412427,754.663897,799.1944895,662.50586,743.1906255,694.6251,738.5163264
0.001,150,0.041056059,668.7400513,0.032431887,754.7369963,799.1952871,662.50586,743.2664492,694.6706,738.5944385
0.001,150,0.041066725,668.7156982,0.032442553,754.7770619,799.1952871,662.50586,743.3080081,694.6955,738.6372516
0.001,150,0.041094277,668.7128296,0.032470105,754.8805578,799.1979453,662.50586,743.4153614,694.7598,738.7478448
0.001,150,0.041122492,668.7150269,0.032498321,754.986548,799.2129,662.50586,743.5253019,694.82574,738.8611034
0.001,150,0.041127056,668.7016602,0.032502884,755.0036884,799.2129,662.50586,743.5430811,694.8364,738.8794192
0.001,150,0.04114712,668.6928101,0.032522948,755.0790566,799.2204839,657.4026,743.6212582,694.8833,738.9599557
0.001,150,0.041168865,668.6969604,0.032544693,755.1607392,799.2404689,657.4026,743.7059852,694.934,739.0472397
0.001,150,0.041178603,668.678772,0.032554431,755.1973189,799.2686765,657.4026,743.7439282,694.9568,739.0863279
0.001,150,0.041224875,668.6960449,0.032600703,755.3711344,799.2809582,657.4026,743.9242219,695.0649,739.2720628
0.001,150,0.041221678,668.6885986,0.032597506,755.3591252,799.2773696,657.4026,743.9117651,695.05743,739.2592301
0.001,150,0.041240469,668.6976929,0.032616297,755.4297115,799.2809582,657.4026,743.9849822,695.10126,739.3346569
0.001,150,0.041260384,668.7129517,0.032636212,755.5045199,799.3634071,657.4026,744.0625787,695.1478,739.4145953
0.001,150,0.041286074,668.7493286,0.032661902,755.6010215,799.3731183,657.4026,744.1626769,695.2078,739.5177145
0.001,150,0.04128344,668.7615967,0.032659268,755.5911272,799.3710685,657.4026,744.1524138,695.20166,739.5071417
