Strain Rate,Temperature,True Strain,True Stress,True Plastic Strain
0.0001,400,0.11711,797.30313,0.05882
0.0001,400,0.11711,797.3234,0.05882
0.0001,400,0.11712,797.3359,0.05883
0.0001,400,0.11712,797.34085,0.05883
0.0001,400,0.11712,797.34478,0.05883
0.0001,400,0.11713,797.34955,0.05884
0.0001,400,0.11713,797.35599,0.05884
0.0001,400,0.11713,797.3652,0.05884
0.0001,400,0.11714,797.3802,0.05885
0.0001,400,0.11714,797.39385,0.05885
0.0001,400,0.11714,797.41273,0.05885
0.0001,400,0.11715,797.42672,0.05886
0.0001,400,0.11715,797.44114,0.05886
0.0001,400,0.11715,797.45326,0.05886
0.0001,400,0.11716,797.45747,0.05887
0.0001,400,0.11716,797.47527,0.05887
0.0001,400,0.11716,797.48313,0.05887
0.0001,400,0.11717,797.50118,0.05888
0.0001,400,0.11717,797.50254,0.05888
0.0001,400,0.11717,797.51266,0.05888
0.0001,400,0.11718,797.52518,0.05889
0.0001,400,0.11718,797.54358,0.05889
0.0001,400,0.11718,797.55683,0.05889
0.0001,400,0.11719,797.57636,0.0589
0.0001,400,0.11719,797.60147,0.0589
0.0001,400,0.11719,797.62477,0.0589
0.0001,400,0.1172,797.63302,0.05891
0.0001,400,0.1172,797.64548,0.05891
0.0001,400,0.1172,797.65034,0.05891
0.0001,400,0.11721,797.66465,0.05892
0.0001,400,0.11721,797.68317,0.05892
0.0001,400,0.11721,797.69931,0.05892
0.0001,400,0.11722,797.7221,0.05893
0.0001,400,0.11722,797.73779,0.05893
0.0001,400,0.11722,797.76192,0.05893
0.0001,400,0.11723,797.77994,0.05894
0.0001,400,0.11723,797.79527,0.05894
0.0001,400,0.11723,797.81237,0.05894
0.0001,400,0.11724,797.82523,0.05895
0.0001,400,0.11724,797.83139,0.05895
0.0001,400,0.11724,797.84513,0.05895
0.0001,400,0.11724,797.86244,0.05895
0.0001,400,0.11725,797.8767,0.05896
0.0001,400,0.11725,797.89343,0.05896
0.0001,400,0.11726,797.91341,0.05897
0.0001,400,0.11726,797.9381,0.05897
0.0001,400,0.11726,797.95846,0.05897
0.0001,400,0.11726,797.981,0.05897
0.0001,400,0.11727,798.00151,0.05898
0.0001,400,0.11727,798.01987,0.05898
0.0001,400,0.11727,798.03236,0.05898
0.0001,400,0.11728,798.04621,0.05899
0.0001,400,0.11728,798.063,0.05899
0.0001,400,0.11728,798.07816,0.05899
0.0001,400,0.11729,798.09393,0.059
0.0001,400,0.11729,798.10791,0.059
0.0001,400,0.11729,798.12854,0.059
0.0001,400,0.1173,798.15274,0.05901
0.0001,400,0.1173,798.17289,0.05901
0.0001,400,0.1173,798.18631,0.05901
0.0001,400,0.11731,798.19554,0.05902
0.0001,400,0.11731,798.20889,0.05902
0.0001,400,0.11731,798.22621,0.05902
0.0001,400,0.11732,798.24764,0.05903
0.0001,400,0.11732,798.26274,0.05903
0.0001,400,0.11732,798.27289,0.05903
0.0001,400,0.11733,798.28561,0.05904
0.0001,400,0.11733,798.30308,0.05904
0.0001,400,0.11733,798.32082,0.05904
0.0001,400,0.11734,798.33638,0.05905
0.0001,400,0.11734,798.34087,0.05905
0.0001,400,0.11734,798.34856,0.05905
0.0001,400,0.11735,798.36122,0.05906
0.0001,400,0.11735,798.38204,0.05906
0.0001,400,0.11735,798.40293,0.05906
0.0001,400,0.11736,798.41248,0.05907
0.0001,400,0.11736,798.43066,0.05907
0.0001,400,0.11736,798.45092,0.05907
0.0001,400,0.11737,798.46955,0.05908
0.0001,400,0.11737,798.47993,0.05908
0.0001,400,0.11737,798.48872,0.05908
0.0001,400,0.11738,798.51159,0.05909
0.0001,400,0.11738,798.52575,0.05909
0.0001,400,0.11738,798.53613,0.05909
0.0001,400,0.11739,798.54034,0.0591
0.0001,400,0.11739,798.54992,0.0591
0.0001,400,0.11739,798.56586,0.0591
0.0001,400,0.11739,798.58687,0.0591
0.0001,400,0.1174,798.6026,0.05911
0.0001,400,0.1174,798.61832,0.05911
0.0001,400,0.1174,798.63982,0.05911
0.0001,400,0.11741,798.65574,0.05912
0.0001,400,0.11741,798.67123,0.05912
0.0001,400,0.11741,798.69668,0.05912
0.0001,400,0.11742,798.71523,0.05913
0.0001,400,0.11742,798.73974,0.05913
0.0001,400,0.11742,798.74898,0.05913
0.0001,400,0.11743,798.76856,0.05914
0.0001,400,0.11743,798.78196,0.05914
0.0001,400,0.11743,798.78878,0.05914
0.0001,400,0.11744,798.7961,0.05915
0.0001,400,0.11744,798.80941,0.05915
0.0001,400,0.11744,798.8321,0.05915
0.0001,400,0.11745,798.85188,0.05916
0.0001,400,0.11745,798.8599,0.05916
0.0001,400,0.11745,798.87221,0.05916
0.0001,400,0.11746,798.89218,0.05917
0.0001,400,0.11746,798.9061,0.05917
0.0001,400,0.11746,798.92101,0.05917
0.0001,400,0.11747,798.94093,0.05918
0.0001,400,0.11747,798.9669,0.05918
0.0001,400,0.11747,798.98362,0.05918
0.0001,400,0.11748,798.99816,0.05919
0.0001,400,0.11748,799.00959,0.05919
0.0001,400,0.11748,799.02046,0.05919
0.0001,400,0.11749,799.03396,0.0592
0.0001,400,0.11749,799.05338,0.0592
0.0001,400,0.11749,799.07204,0.0592
0.0001,400,0.1175,799.08464,0.05921
0.0001,400,0.1175,799.09423,0.05921
0.0001,400,0.1175,799.11561,0.05921
0.0001,400,0.11751,799.13613,0.05922
0.0001,400,0.11751,799.15312,0.05922
0.0001,400,0.11751,799.17108,0.05922
0.0001,400,0.11751,799.18751,0.05922
0.0001,400,0.11752,799.20915,0.05923
0.0001,400,0.11752,799.22809,0.05923
0.0001,400,0.11753,799.24514,0.05924
0.0001,400,0.11753,799.2636,0.05924
0.0001,400,0.11753,799.28249,0.05924
0.0001,400,0.11753,799.30124,0.05924
0.0001,400,0.11754,799.30641,0.05925
0.0001,400,0.11754,799.32634,0.05925
0.0001,400,0.11754,799.34106,0.05925
0.0001,400,0.11755,799.36414,0.05926
0.0001,400,0.11755,799.38399,0.05926
0.0001,400,0.11755,799.40964,0.05926
0.0001,400,0.11756,799.42689,0.05927
0.0001,400,0.11756,799.44559,0.05927
0.0001,400,0.11756,799.4673,0.05927
0.0001,400,0.11757,799.48327,0.05928
0.0001,400,0.11757,799.49997,0.05928
0.0001,400,0.11757,799.51603,0.05928
0.0001,400,0.11758,799.53007,0.05929
0.0001,400,0.11758,799.54117,0.05929
0.0001,400,0.11758,799.56452,0.05929
0.0001,400,0.11759,799.58507,0.0593
0.0001,400,0.11759,799.6015,0.0593
0.0001,400,0.11759,799.61302,0.0593
0.0001,400,0.1176,799.62892,0.05931
0.0001,400,0.1176,799.64885,0.05931
0.0001,400,0.1176,799.66505,0.05931
0.0001,400,0.11761,799.67636,0.05932
0.0001,400,0.11761,799.68886,0.05932
0.0001,400,0.11761,799.70385,0.05932
0.0001,400,0.11762,799.71992,0.05933
0.0001,400,0.11762,799.73997,0.05933
0.0001,400,0.11762,799.75212,0.05933
0.0001,400,0.11763,799.76594,0.05934
0.0001,400,0.11763,799.79038,0.05934
0.0001,400,0.11763,799.81217,0.05934
0.0001,400,0.11764,799.83813,0.05935
0.0001,400,0.11764,799.84848,0.05935
0.0001,400,0.11764,799.86081,0.05935
0.0001,400,0.11764,799.87072,0.05935
0.0001,400,0.11765,799.89034,0.05936
0.0001,400,0.11765,799.91638,0.05936
0.0001,400,0.11766,799.93796,0.05937
0.0001,400,0.11766,799.95669,0.05937
0.0001,400,0.11766,799.97043,0.05937
0.0001,400,0.11766,799.98652,0.05937
0.0001,400,0.11767,800.00328,0.05938
0.0001,400,0.11767,800.02856,0.05938
0.0001,400,0.11767,800.05851,0.05938
0.0001,400,0.11768,800.07768,0.05939
0.0001,400,0.11768,800.08949,0.05939
0.0001,400,0.11768,800.09227,0.05939
0.0001,400,0.11769,800.09913,0.0594
0.0001,400,0.11769,800.11444,0.0594
0.0001,400,0.11769,800.13649,0.0594
0.0001,400,0.1177,800.15479,0.05941
0.0001,400,0.1177,800.16747,0.05941
0.0001,400,0.1177,800.1792,0.05941
0.0001,400,0.11771,800.19063,0.05942
0.0001,400,0.11771,800.20991,0.05942
0.0001,400,0.11771,800.24079,0.05942
0.0001,400,0.11772,800.27009,0.05943
0.0001,400,0.11772,800.28744,0.05943
0.0001,400,0.11772,800.29717,0.05943
0.0001,400,0.11773,800.3156,0.05944
0.0001,400,0.11773,800.3364,0.05944
0.0001,400,0.11773,800.35736,0.05944
0.0001,400,0.11774,800.38183,0.05945
0.0001,400,0.11774,800.40119,0.05945
0.0001,400,0.11774,800.42324,0.05945
0.0001,400,0.11775,800.43843,0.05946
0.0001,400,0.11775,800.45666,0.05946
0.0001,400,0.11775,800.46514,0.05946
0.0001,400,0.11776,800.47783,0.05947
0.0001,400,0.11776,800.49827,0.05947
0.0001,400,0.11776,800.51066,0.05947
0.0001,400,0.11777,800.52733,0.05948
0.0001,400,0.11777,800.54097,0.05948
0.0001,400,0.11777,800.55532,0.05948
0.0001,400,0.11777,800.57406,0.05948
0.0001,400,0.11778,800.59737,0.05949
0.0001,400,0.11778,800.61686,0.05949
0.0001,400,0.11779,800.63565,0.0595
0.0001,400,0.11779,800.65486,0.0595
0.0001,400,0.11779,800.6769,0.0595
0.0001,400,0.11779,800.694,0.0595
0.0001,400,0.1178,800.71061,0.05951
0.0001,400,0.1178,800.72187,0.05951
0.0001,400,0.1178,800.7315,0.05951
0.0001,400,0.11781,800.7539,0.05952
0.0001,400,0.11781,800.77468,0.05952
0.0001,400,0.11781,800.80254,0.05952
0.0001,400,0.11782,800.81741,0.05953
0.0001,400,0.11782,800.8339,0.05953
0.0001,400,0.11782,800.85181,0.05953
0.0001,400,0.11783,800.87186,0.05954
0.0001,400,0.11783,800.8899,0.05954
0.0001,400,0.11783,800.90208,0.05954
0.0001,400,0.11784,800.91213,0.05955
0.0001,400,0.11784,800.92879,0.05955
0.0001,400,0.11784,800.95334,0.05955
0.0001,400,0.11785,800.97279,0.05956
0.0001,400,0.11785,800.98502,0.05956
0.0001,400,0.11785,800.99445,0.05956
0.0001,400,0.11786,801.00347,0.05957
0.0001,400,0.11786,801.0146,0.05957
0.0001,400,0.11786,801.03104,0.05957
0.0001,400,0.11787,801.04507,0.05958
0.0001,400,0.11787,801.05582,0.05958
0.0001,400,0.11787,801.07223,0.05958
0.0001,400,0.11788,801.09551,0.05959
0.0001,400,0.11788,801.11216,0.05959
0.0001,400,0.11788,801.12274,0.05959
0.0001,400,0.11789,801.1366,0.0596
0.0001,400,0.11789,801.14811,0.0596
0.0001,400,0.11789,801.17975,0.0596
0.0001,400,0.1179,801.19956,0.05961
0.0001,400,0.1179,801.21453,0.05961
0.0001,400,0.1179,801.22384,0.05961
0.0001,400,0.11791,801.24113,0.05962
0.0001,400,0.11791,801.26271,0.05962
0.0001,400,0.11791,801.27699,0.05962
0.0001,400,0.11792,801.29314,0.05963
0.0001,400,0.11792,801.3224,0.05963
0.0001,400,0.11792,801.34708,0.05963
0.0001,400,0.11792,801.36453,0.05963
0.0001,400,0.11793,801.37834,0.05964
0.0001,400,0.11793,801.38891,0.05964
0.0001,400,0.11793,801.40611,0.05964
0.0001,400,0.11794,801.41906,0.05965
0.0001,400,0.11794,801.43168,0.05965
0.0001,400,0.11794,801.44435,0.05965
0.0001,400,0.11795,801.46112,0.05966
0.0001,400,0.11795,801.48233,0.05966
0.0001,400,0.11795,801.49636,0.05966
0.0001,400,0.11796,801.50464,0.05967
0.0001,400,0.11796,801.51884,0.05967
0.0001,400,0.11796,801.53555,0.05967
0.0001,400,0.11797,801.55417,0.05968
0.0001,400,0.11797,801.57394,0.05968
0.0001,400,0.11797,801.58981,0.05968
0.0001,400,0.11798,801.61398,0.05969
0.0001,400,0.11798,801.63373,0.05969
0.0001,400,0.11798,801.64983,0.05969
0.0001,400,0.11799,801.6556,0.0597
0.0001,400,0.11799,801.66661,0.0597
0.0001,400,0.11799,801.68157,0.0597
0.0001,400,0.118,801.70177,0.05971
0.0001,400,0.118,801.72637,0.05971
0.0001,400,0.118,801.7472,0.05971
0.0001,400,0.11801,801.75969,0.05972
0.0001,400,0.11801,801.76781,0.05972
0.0001,400,0.11801,801.78119,0.05972
0.0001,400,0.11802,801.79945,0.05973
0.0001,400,0.11802,801.814,0.05973
0.0001,400,0.11802,801.83125,0.05973
0.0001,400,0.11803,801.85538,0.05974
0.0001,400,0.11803,801.87391,0.05974
0.0001,400,0.11803,801.88539,0.05974
0.0001,400,0.11804,801.89845,0.05975
0.0001,400,0.11804,801.91481,0.05975
0.0001,400,0.11804,801.93742,0.05975
0.0001,400,0.11805,801.95379,0.05976
0.0001,400,0.11805,801.96579,0.05976
0.0001,400,0.11805,801.97351,0.05976
0.0001,400,0.11805,801.9947,0.05976
0.0001,400,0.11806,802.01219,0.05977
0.0001,400,0.11806,802.0328,0.05977
0.0001,400,0.11806,802.0455,0.05977
0.0001,400,0.11807,802.06142,0.05978
0.0001,400,0.11807,802.06812,0.05978
0.0001,400,0.11807,802.0833,0.05978
0.0001,400,0.11808,802.107,0.05979
0.0001,400,0.11808,802.12765,0.05979
0.0001,400,0.11808,802.13913,0.05979
0.0001,400,0.11809,802.14701,0.0598
0.0001,400,0.11809,802.15267,0.0598
0.0001,400,0.11809,802.16512,0.0598
0.0001,400,0.1181,802.18511,0.05981
0.0001,400,0.1181,802.2092,0.05981
0.0001,400,0.1181,802.22583,0.05981
0.0001,400,0.11811,802.24569,0.05982
0.0001,400,0.11811,802.2647,0.05982
0.0001,400,0.11811,802.27987,0.05982
0.0001,400,0.11812,802.29415,0.05983
0.0001,400,0.11812,802.31407,0.05983
0.0001,400,0.11812,802.32891,0.05983
0.0001,400,0.11813,802.33492,0.05984
0.0001,400,0.11813,802.34493,0.05984
0.0001,400,0.11813,802.36292,0.05984
0.0001,400,0.11814,802.37991,0.05985
0.0001,400,0.11814,802.41283,0.05985
0.0001,400,0.11814,802.43209,0.05985
0.0001,400,0.11815,802.44524,0.05986
0.0001,400,0.11815,802.45654,0.05986
0.0001,400,0.11815,802.48197,0.05986
0.0001,400,0.11816,802.50005,0.05987
0.0001,400,0.11816,802.51819,0.05987
0.0001,400,0.11816,802.5316,0.05987
0.0001,400,0.11817,802.54047,0.05988
0.0001,400,0.11817,802.55167,0.05988
0.0001,400,0.11817,802.56518,0.05988
0.0001,400,0.11818,802.57441,0.05989
0.0001,400,0.11818,802.57947,0.05989
0.0001,400,0.11818,802.59754,0.05989
0.0001,400,0.11819,802.62014,0.0599
0.0001,400,0.11819,802.64263,0.0599
0.0001,400,0.11819,802.66446,0.0599
0.0001,400,0.11819,802.68689,0.0599
0.0001,400,0.1182,802.70535,0.05991
0.0001,400,0.1182,802.71471,0.05991
0.0001,400,0.1182,802.72956,0.05991
0.0001,400,0.11821,802.75049,0.05992
0.0001,400,0.11821,802.77155,0.05992
0.0001,400,0.11821,802.78853,0.05992
0.0001,400,0.11822,802.79742,0.05993
0.0001,400,0.11822,802.80028,0.05993
0.0001,400,0.11822,802.80364,0.05993
0.0001,400,0.11823,802.81203,0.05994
0.0001,400,0.11823,802.83323,0.05994
0.0001,400,0.11823,802.84815,0.05994
0.0001,400,0.11824,802.86499,0.05995
0.0001,400,0.11824,802.87729,0.05995
0.0001,400,0.11824,802.89348,0.05995
0.0001,400,0.11825,802.90854,0.05996
0.0001,400,0.11825,802.92575,0.05996
0.0001,400,0.11825,802.94018,0.05996
0.0001,400,0.11826,802.9574,0.05997
0.0001,400,0.11826,802.97257,0.05997
0.0001,400,0.11826,802.98556,0.05997
0.0001,400,0.11827,802.99566,0.05998
0.0001,400,0.11827,803.01089,0.05998
0.0001,400,0.11827,803.0223,0.05998
0.0001,400,0.11828,803.04493,0.05999
0.0001,400,0.11828,803.06597,0.05999
0.0001,400,0.11828,803.08639,0.05999
0.0001,400,0.11829,803.10005,0.06
0.0001,400,0.11829,803.10924,0.06
0.0001,400,0.11829,803.12833,0.06
0.0001,400,0.1183,803.14687,0.06001
0.0001,400,0.1183,803.16454,0.06001
0.0001,400,0.1183,803.17452,0.06001
0.0001,400,0.11831,803.18092,0.06002
0.0001,400,0.11831,803.18923,0.06002
0.0001,400,0.11831,803.20666,0.06002
0.0001,400,0.11832,803.22114,0.06003
0.0001,400,0.11832,803.24314,0.06003
0.0001,400,0.11832,803.25563,0.06003
0.0001,400,0.11832,803.2719,0.06003
0.0001,400,0.11833,803.28472,0.06004
0.0001,400,0.11833,803.29238,0.06004
0.0001,400,0.11833,803.30948,0.06004
0.0001,400,0.11834,803.32864,0.06005
0.0001,400,0.11834,803.33969,0.06005
0.0001,400,0.11834,803.34884,0.06005
0.0001,400,0.11835,803.35246,0.06006
0.0001,400,0.11835,803.36605,0.06006
0.0001,400,0.11835,803.38539,0.06006
0.0001,400,0.11836,803.39879,0.06007
0.0001,400,0.11836,803.41827,0.06007
0.0001,400,0.11836,803.42616,0.06007
0.0001,400,0.11837,803.43282,0.06008
0.0001,400,0.11837,803.44772,0.06008
0.0001,400,0.11837,803.46177,0.06008
0.0001,400,0.11838,803.47157,0.06009
0.0001,400,0.11838,803.47195,0.06009
0.0001,400,0.11838,803.47415,0.06009
0.0001,400,0.11839,803.48745,0.0601
0.0001,400,0.11839,803.5044,0.0601
0.0001,400,0.11839,803.52193,0.0601
0.0001,400,0.1184,803.53937,0.06011
0.0001,400,0.1184,803.54838,0.06011
0.0001,400,0.1184,803.55924,0.06011
0.0001,400,0.11841,803.56819,0.06012
0.0001,400,0.11841,803.58899,0.06012
0.0001,400,0.11841,803.60839,0.06012
0.0001,400,0.11842,803.62251,0.06013
0.0001,400,0.11842,803.63287,0.06013
0.0001,400,0.11842,803.64071,0.06013
0.0001,400,0.11843,803.64979,0.06014
0.0001,400,0.11843,803.6588,0.06014
0.0001,400,0.11843,803.66458,0.06014
0.0001,400,0.11843,803.67236,0.06014
0.0001,400,0.11844,803.68336,0.06015
0.0001,400,0.11844,803.69263,0.06015
0.0001,400,0.11845,803.70393,0.06016
0.0001,400,0.11845,803.71359,0.06016
0.0001,400,0.11845,803.71636,0.06016
0.0001,400,0.11845,803.72099,0.06016
0.0001,400,0.11846,803.7321,0.06017
0.0001,400,0.11846,803.74669,0.06017
0.0001,400,0.11846,803.75219,0.06017
0.0001,400,0.11847,803.75326,0.06018
0.0001,400,0.11847,803.76073,0.06018
0.0001,400,0.11847,803.77948,0.06018
0.0001,400,0.11848,803.79135,0.06019
0.0001,400,0.11848,803.80381,0.06019
0.0001,400,0.11848,803.80216,0.06019
0.0001,400,0.11849,803.81602,0.0602
0.0001,400,0.11849,803.82081,0.0602
0.0001,400,0.11849,803.82618,0.0602
0.0001,400,0.1185,803.83179,0.06021
0.0001,400,0.1185,803.83742,0.06021
0.0001,400,0.1185,803.84643,0.06021
0.0001,400,0.11851,803.85783,0.06022
0.0001,400,0.11851,803.86338,0.06022
0.0001,400,0.11851,803.8648,0.06022
0.0001,400,0.11852,803.86802,0.06023
0.0001,400,0.11852,803.8725,0.06023
0.0001,400,0.11852,803.88075,0.06023
0.0001,400,0.11853,803.88648,0.06024
0.0001,400,0.11853,803.88721,0.06024
0.0001,400,0.11853,803.90013,0.06024
0.0001,400,0.11854,803.90831,0.06025
0.0001,400,0.11854,803.90996,0.06025
0.0001,400,0.11854,803.90478,0.06025
0.0001,400,0.11855,803.89648,0.06026
0.0001,400,0.11855,803.89893,0.06026
0.0001,400,0.11855,803.9041,0.06026
0.0001,400,0.11856,803.9039,0.06027
0.0001,400,0.11856,803.89926,0.06027
0.0001,400,0.11856,803.90333,0.06027
0.0001,400,0.11856,803.91101,0.06027
0.0001,400,0.11857,803.93044,0.06028
0.0001,400,0.11857,803.93336,0.06028
0.0001,400,0.11858,803.9412,0.06029
0.0001,400,0.11858,803.93784,0.06029
0.0001,400,0.11858,803.94547,0.06029
0.0001,400,0.11858,803.94668,0.06029
0.0001,400,0.11859,803.94735,0.0603
0.0001,400,0.11859,803.9493,0.0603
0.0001,400,0.11859,803.95445,0.0603
0.0001,400,0.1186,803.96206,0.06031
0.0001,500,0.07135,739.54397,0.0003
0.0001,500,0.07135,739.55246,0.0003
0.0001,500,0.07135,739.56182,0.0003
0.0001,500,0.07135,739.56727,0.0003
0.0001,500,0.07136,739.58022,0.00031
0.0001,500,0.07136,739.59672,0.00031
0.0001,500,0.07136,739.60844,0.00031
0.0001,500,0.07136,739.6251,0.00031
0.0001,500,0.07137,739.64608,0.00032
0.0001,500,0.07137,739.66018,0.00032
0.0001,500,0.07137,739.67384,0.00032
0.0001,500,0.07138,739.68223,0.00033
0.0001,500,0.07138,739.68896,0.00033
0.0001,500,0.07138,739.70208,0.00033
0.0001,500,0.07138,739.71649,0.00033
0.0001,500,0.07139,739.73513,0.00034
0.0001,500,0.07139,739.75353,0.00034
0.0001,500,0.07139,739.76336,0.00034
0.0001,500,0.07139,739.7788,0.00034
0.0001,500,0.0714,739.78891,0.00035
0.0001,500,0.0714,739.79473,0.00035
0.0001,500,0.0714,739.80517,0.00035
0.0001,500,0.07141,739.81107,0.00036
0.0001,500,0.07141,739.82242,0.00036
0.0001,500,0.07141,739.83966,0.00036
0.0001,500,0.07141,739.85428,0.00036
0.0001,500,0.07142,739.87134,0.00037
0.0001,500,0.07142,739.88444,0.00037
0.0001,500,0.07142,739.89556,0.00037
0.0001,500,0.07142,739.91152,0.00037
0.0001,500,0.07143,739.92637,0.00038
0.0001,500,0.07143,739.94435,0.00038
0.0001,500,0.07143,739.96161,0.00038
0.0001,500,0.07143,739.97494,0.00038
0.0001,500,0.07144,739.98891,0.00039
0.0001,500,0.07144,740.00535,0.00039
0.0001,500,0.07144,740.02109,0.00039
0.0001,500,0.07145,740.03654,0.0004
0.0001,500,0.07145,740.04581,0.0004
0.0001,500,0.07145,740.05856,0.0004
0.0001,500,0.07145,740.06921,0.0004
0.0001,500,0.07146,740.08111,0.00041
0.0001,500,0.07146,740.09421,0.00041
0.0001,500,0.07146,740.10395,0.00041
0.0001,500,0.07146,740.11793,0.00041
0.0001,500,0.07147,740.13473,0.00042
0.0001,500,0.07147,740.15123,0.00042
0.0001,500,0.07147,740.16381,0.00042
0.0001,500,0.07148,740.1809,0.00043
0.0001,500,0.07148,740.19508,0.00043
0.0001,500,0.07148,740.20719,0.00043
0.0001,500,0.07148,740.22177,0.00043
0.0001,500,0.07149,740.22978,0.00044
0.0001,500,0.07149,740.23623,0.00044
0.0001,500,0.07149,740.24646,0.00044
0.0001,500,0.07149,740.25675,0.00044
0.0001,500,0.0715,740.26964,0.00045
0.0001,500,0.0715,740.28623,0.00045
0.0001,500,0.0715,740.30841,0.00045
0.0001,500,0.07151,740.32347,0.00046
0.0001,500,0.07151,740.34161,0.00046
0.0001,500,0.07151,740.36087,0.00046
0.0001,500,0.07151,740.37086,0.00046
0.0001,500,0.07152,740.38998,0.00047
0.0001,500,0.07152,740.40816,0.00047
0.0001,500,0.07152,740.4235,0.00047
0.0001,500,0.07152,740.44814,0.00047
0.0001,500,0.07153,740.46798,0.00048
0.0001,500,0.07153,740.47741,0.00048
0.0001,500,0.07153,740.48593,0.00048
0.0001,500,0.07153,740.49621,0.00048
0.0001,500,0.07154,740.50798,0.00049
0.0001,500,0.07154,740.5273,0.00049
0.0001,500,0.07154,740.54261,0.00049
0.0001,500,0.07155,740.55311,0.0005
0.0001,500,0.07155,740.57121,0.0005
0.0001,500,0.07155,740.58486,0.0005
0.0001,500,0.07155,740.60516,0.0005
0.0001,500,0.07156,740.62686,0.00051
0.0001,500,0.07156,740.63155,0.00051
0.0001,500,0.07156,740.62535,0.00051
0.0001,500,0.07156,740.61341,0.00051
0.0001,500,0.07157,740.5961,0.00052
0.0001,500,0.07157,740.59168,0.00052
0.0001,500,0.07157,740.60853,0.00052
0.0001,500,0.07158,740.6236,0.00053
0.0001,500,0.07158,740.64523,0.00053
0.0001,500,0.07158,740.66277,0.00053
0.0001,500,0.07158,740.67357,0.00053
0.0001,500,0.07159,740.69217,0.00054
0.0001,500,0.07159,740.70359,0.00054
0.0001,500,0.07159,740.71628,0.00054
0.0001,500,0.07159,740.73119,0.00054
0.0001,500,0.0716,740.73743,0.00055
0.0001,500,0.0716,740.75135,0.00055
0.0001,500,0.0716,740.7674,0.00055
0.0001,500,0.07161,740.78963,0.00056
0.0001,500,0.07161,740.81356,0.00056
0.0001,500,0.07161,740.83276,0.00056
0.0001,500,0.07161,740.85167,0.00056
0.0001,500,0.07162,740.865,0.00057
0.0001,500,0.07162,740.87658,0.00057
0.0001,500,0.07162,740.89431,0.00057
0.0001,500,0.07162,740.90515,0.00057
0.0001,500,0.07163,740.91647,0.00058
0.0001,500,0.07163,740.9314,0.00058
0.0001,500,0.07163,740.94076,0.00058
0.0001,500,0.07163,740.96066,0.00058
0.0001,500,0.07164,740.97646,0.00059
0.0001,500,0.07164,740.9935,0.00059
0.0001,500,0.07164,741.01007,0.00059
0.0001,500,0.07165,741.03023,0.0006
0.0001,500,0.07165,741.05574,0.0006
0.0001,500,0.07165,741.07818,0.0006
0.0001,500,0.07165,741.09885,0.0006
0.0001,500,0.07166,741.10612,0.00061
0.0001,500,0.07166,741.1127,0.00061
0.0001,500,0.07166,741.12084,0.00061
0.0001,500,0.07166,741.13634,0.00061
0.0001,500,0.07167,741.15976,0.00062
0.0001,500,0.07167,741.18116,0.00062
0.0001,500,0.07167,741.19991,0.00062
0.0001,500,0.07168,741.21062,0.00063
0.0001,500,0.07168,741.22574,0.00063
0.0001,500,0.07168,741.22974,0.00063
0.0001,500,0.07168,741.24373,0.00063
0.0001,500,0.07169,741.25461,0.00064
0.0001,500,0.07169,741.26046,0.00064
0.0001,500,0.07169,741.28645,0.00064
0.0001,500,0.07169,741.30352,0.00064
0.0001,500,0.0717,741.32616,0.00065
0.0001,500,0.0717,741.35042,0.00065
0.0001,500,0.0717,741.36381,0.00065
0.0001,500,0.07171,741.38208,0.00066
0.0001,500,0.07171,741.3957,0.00066
0.0001,500,0.07171,741.40199,0.00066
0.0001,500,0.07171,741.41032,0.00066
0.0001,500,0.07172,741.42233,0.00067
0.0001,500,0.07172,741.44059,0.00067
0.0001,500,0.07172,741.46205,0.00067
0.0001,500,0.07172,741.48062,0.00067
0.0001,500,0.07173,741.49155,0.00068
0.0001,500,0.07173,741.50188,0.00068
0.0001,500,0.07173,741.51081,0.00068
0.0001,500,0.07173,741.52998,0.00068
0.0001,500,0.07174,741.55519,0.00069
0.0001,500,0.07174,741.57834,0.00069
0.0001,500,0.07174,741.59487,0.00069
0.0001,500,0.07175,741.6058,0.0007
0.0001,500,0.07175,741.61377,0.0007
0.0001,500,0.07175,741.62162,0.0007
0.0001,500,0.07175,741.64178,0.0007
0.0001,500,0.07176,741.65989,0.00071
0.0001,500,0.07176,741.67514,0.00071
0.0001,500,0.07176,741.69113,0.00071
0.0001,500,0.07176,741.69911,0.00071
0.0001,500,0.07177,741.70526,0.00072
0.0001,500,0.07177,741.72388,0.00072
0.0001,500,0.07177,741.74116,0.00072
0.0001,500,0.07178,741.76054,0.00073
0.0001,500,0.07178,741.77877,0.00073
0.0001,500,0.07178,741.79632,0.00073
0.0001,500,0.07178,741.81296,0.00073
0.0001,500,0.07179,741.82933,0.00074
0.0001,500,0.07179,741.84345,0.00074
0.0001,500,0.07179,741.84947,0.00074
0.0001,500,0.07179,741.85824,0.00074
0.0001,500,0.0718,741.86647,0.00075
0.0001,500,0.0718,741.88126,0.00075
0.0001,500,0.0718,741.89322,0.00075
0.0001,500,0.0718,741.90302,0.00075
0.0001,500,0.07181,741.91995,0.00076
0.0001,500,0.07181,741.93716,0.00076
0.0001,500,0.07181,741.96001,0.00076
0.0001,500,0.07182,741.9824,0.00077
0.0001,500,0.07182,741.99824,0.00077
0.0001,500,0.07182,742.01474,0.00077
