Strain Rate,Temperature,True Strain,True Stress,True Plastic Strain
0.0001,200,0.05512,709.2212,0.04393
0.0001,200,0.05512,709.28217,0.04393
0.0001,200,0.05512,709.36014,0.04393
0.0001,200,0.05515,709.45359,0.04396
0.0001,200,0.0551,709.49052,0.04391
0.0001,200,0.05511,709.56294,0.04392
0.0001,200,0.05512,709.64599,0.04393
0.0001,200,0.05512,709.71944,0.04393
0.0001,200,0.05517,709.80961,0.04398
0.0001,200,0.05512,709.81708,0.04393
0.0001,200,0.05511,709.86731,0.04392
0.0001,200,0.05516,709.95551,0.04397
0.0001,200,0.05512,709.99789,0.04393
0.0001,200,0.05513,710.06557,0.04394
0.0001,200,0.05514,710.1463,0.04395
0.0001,200,0.05515,710.23058,0.04396
0.0001,200,0.05513,710.30001,0.04394
0.0001,200,0.05513,710.36603,0.04394
0.0001,200,0.05515,710.46184,0.04396
0.0001,200,0.05513,710.51475,0.04394
0.0001,200,0.05514,710.56032,0.04395
0.0001,200,0.05518,710.64797,0.04399
0.0001,200,0.05513,710.64921,0.04394
0.0001,200,0.05512,710.70119,0.04393
0.0001,200,0.05518,710.79113,0.04399
0.0001,200,0.05515,710.82022,0.04396
0.0001,200,0.05511,710.84272,0.04392
0.0001,200,0.05516,710.94246,0.04397
0.0001,200,0.05517,710.99773,0.04398
0.0001,200,0.0551,711.00082,0.04391
0.0001,200,0.05514,711.07756,0.04395
0.0001,200,0.0552,711.18542,0.04401
0.0001,200,0.05513,711.1986,0.04394
0.0001,200,0.05513,711.2676,0.04394
0.0001,200,0.05519,711.36774,0.044
0.0001,200,0.05515,711.39265,0.04396
0.0001,200,0.05514,711.44471,0.04395
0.0001,200,0.05518,711.53168,0.04399
0.0001,200,0.05516,711.56913,0.04397
0.0001,200,0.05512,711.6105,0.04393
0.0001,200,0.05518,711.70464,0.04399
0.0001,200,0.05516,711.76477,0.04397
0.0001,200,0.05517,711.83479,0.04398
0.0001,200,0.05516,711.90403,0.04397
0.0001,200,0.05517,711.98945,0.04398
0.0001,200,0.05517,712.05657,0.04398
0.0001,200,0.05516,712.12842,0.04397
0.0001,200,0.05518,712.20999,0.04399
0.0001,200,0.05519,712.2807,0.044
0.0001,200,0.05515,712.3035,0.04396
0.0001,200,0.0552,712.39979,0.04401
0.0001,200,0.05517,712.44268,0.04398
0.0001,200,0.05517,712.52404,0.04398
0.0001,200,0.05518,712.59149,0.04399
0.0001,200,0.05515,712.6102,0.04396
0.0001,200,0.05521,712.70118,0.04402
0.0001,200,0.05518,712.73754,0.04399
0.0001,200,0.05517,712.80981,0.04398
0.0001,200,0.05518,712.8857,0.04399
0.0001,200,0.05523,712.99425,0.04404
0.0001,200,0.05518,713.01815,0.04399
0.0001,200,0.0552,713.10217,0.04401
0.0001,200,0.05518,713.1591,0.04399
0.0001,200,0.05519,713.23567,0.044
0.0001,200,0.0552,713.31514,0.04401
0.0001,200,0.0552,713.39647,0.04401
0.0001,200,0.0552,713.47484,0.04401
0.0001,200,0.0552,713.55847,0.04401
0.0001,200,0.0552,713.63974,0.04401
0.0001,200,0.05518,713.69729,0.04399
0.0001,200,0.05521,713.78959,0.04402
0.0001,200,0.05522,713.86231,0.04403
0.0001,200,0.0552,713.91511,0.04401
0.0001,200,0.0552,713.99014,0.04401
0.0001,200,0.05521,714.06919,0.04402
0.0001,200,0.0552,714.13871,0.04401
0.0001,200,0.05523,714.23776,0.04404
0.0001,200,0.05521,714.30018,0.04402
0.0001,200,0.05522,714.38907,0.04403
0.0001,200,0.0552,714.45602,0.04401
0.0001,200,0.05523,714.5511,0.04404
0.0001,200,0.05521,714.59367,0.04402
0.0001,200,0.05523,714.6656,0.04404
0.0001,200,0.05522,714.72281,0.04403
0.0001,200,0.05522,714.79521,0.04403
0.0001,200,0.05524,714.88199,0.04405
0.0001,200,0.05522,714.9383,0.04403
0.0001,200,0.0552,715.0082,0.04401
0.0001,200,0.05527,715.11733,0.04408
0.0001,200,0.05523,715.16091,0.04404
0.0001,200,0.05524,715.24327,0.04405
0.0001,200,0.05523,715.30418,0.04404
0.0001,200,0.05524,715.38096,0.04405
0.0001,200,0.05521,715.4365,0.04402
0.0001,200,0.05526,715.5166,0.04407
0.0001,200,0.05528,715.58298,0.04409
0.0001,200,0.05521,715.59002,0.04402
0.0001,200,0.05526,715.69234,0.04407
0.0001,200,0.05523,715.74501,0.04404
0.0001,200,0.05526,715.82755,0.04407
0.0001,200,0.0553,715.92527,0.04411
0.0001,200,0.05522,715.90784,0.04403
0.0001,200,0.05526,715.99588,0.04407
0.0001,200,0.05526,716.0558,0.04407
0.0001,200,0.05523,716.10111,0.04404
0.0001,200,0.05528,716.20348,0.04409
0.0001,200,0.05525,716.25491,0.04406
0.0001,200,0.05527,716.34336,0.04408
0.0001,200,0.05523,716.37504,0.04404
0.0001,200,0.05528,716.46271,0.04409
0.0001,200,0.05526,716.52369,0.04407
0.0001,200,0.05527,716.59709,0.04408
0.0001,200,0.05525,716.64574,0.04406
0.0001,200,0.05526,716.71979,0.04407
0.0001,200,0.05526,716.79601,0.04407
0.0001,200,0.05527,716.87906,0.04408
0.0001,200,0.05527,716.95936,0.04408
0.0001,200,0.05526,717.03157,0.04407
0.0001,200,0.05527,717.10602,0.04408
0.0001,200,0.05524,717.15885,0.04405
0.0001,200,0.05529,717.2332,0.0441
0.0001,200,0.05525,717.2691,0.04406
0.0001,200,0.05527,717.34858,0.04408
0.0001,200,0.05529,717.42164,0.0441
0.0001,200,0.0553,717.49479,0.04411
0.0001,200,0.05528,717.54371,0.04409
0.0001,200,0.0553,717.59631,0.04411
0.0001,200,0.0553,717.67085,0.04411
0.0001,200,0.0553,717.74166,0.04411
0.0001,200,0.05527,717.79735,0.04408
0.0001,200,0.05528,717.87006,0.04409
0.0001,200,0.05529,717.94398,0.0441
0.0001,200,0.05531,718.02415,0.04412
0.0001,200,0.0553,718.08298,0.04411
0.0001,200,0.05528,718.13286,0.04409
0.0001,200,0.05533,718.23011,0.04414
0.0001,200,0.05533,718.28092,0.04414
0.0001,200,0.05527,718.2766,0.04408
0.0001,200,0.05532,718.39314,0.04413
0.0001,200,0.05529,718.43933,0.0441
0.0001,200,0.05531,718.51551,0.04412
0.0001,200,0.05531,718.56426,0.04412
0.0001,200,0.05526,718.56347,0.04407
0.0001,200,0.05532,718.65187,0.04413
0.0001,200,0.05532,718.70077,0.04413
0.0001,200,0.0553,718.74225,0.04411
0.0001,200,0.0553,718.80802,0.04411
0.0001,200,0.05529,718.86695,0.0441
0.0001,200,0.0553,718.93893,0.04411
0.0001,200,0.05531,719.01277,0.04412
0.0001,200,0.05533,719.08851,0.04414
0.0001,200,0.05532,719.15034,0.04413
0.0001,200,0.05531,719.203,0.04412
0.0001,200,0.05533,719.28138,0.04414
0.0001,200,0.05532,719.34521,0.04413
0.0001,200,0.05531,719.40632,0.04412
0.0001,200,0.05534,719.48585,0.04415
0.0001,200,0.05531,719.51145,0.04412
0.0001,200,0.05534,719.58853,0.04415
0.0001,200,0.05533,719.64922,0.04414
0.0001,200,0.05534,719.72152,0.04415
0.0001,200,0.05533,719.77038,0.04414
0.0001,200,0.05532,719.82368,0.04413
0.0001,200,0.05532,719.88815,0.04413
0.0001,200,0.05534,719.96327,0.04415
0.0001,200,0.05535,720.02427,0.04416
0.0001,200,0.05534,720.06065,0.04415
0.0001,200,0.05536,720.11272,0.04417
0.0001,200,0.05532,720.1124,0.04413
0.0001,200,0.05534,720.18945,0.04415
0.0001,200,0.05532,720.2267,0.04413
0.0001,200,0.05537,720.30443,0.04418
0.0001,200,0.05535,720.32553,0.04416
0.0001,200,0.0553,720.33997,0.04411
0.0001,200,0.05536,720.41555,0.04417
0.0001,200,0.05538,720.46359,0.04419
0.0001,200,0.05533,720.47509,0.04414
0.0001,200,0.05536,720.53599,0.04417
0.0001,200,0.05542,720.61078,0.04423
0.0001,200,0.05535,720.58783,0.04416
0.0001,200,0.05534,720.6237,0.04415
0.0001,200,0.05539,720.69899,0.0442
0.0001,200,0.05536,720.72588,0.04417
0.0001,200,0.05535,720.76063,0.04416
0.0001,200,0.05535,720.78132,0.04416
0.0001,200,0.05535,720.81389,0.04416
0.0001,200,0.05541,720.89586,0.04422
0.0001,200,0.05537,720.89767,0.04418
0.0001,200,0.05535,720.91536,0.04416
0.0001,200,0.0554,720.99148,0.04421
0.0001,200,0.05539,721.01248,0.0442
0.0001,200,0.05535,721.01852,0.04416
0.0001,200,0.05539,721.07694,0.0442
0.0001,200,0.0554,721.11247,0.04421
0.0001,200,0.05535,721.1016,0.04416
0.0001,200,0.05539,721.16139,0.0442
0.0001,200,0.05539,721.19632,0.0442
0.0001,200,0.05539,721.23513,0.0442
0.0001,200,0.05539,721.25913,0.0442
0.0001,200,0.05539,721.28077,0.0442
0.0001,200,0.05539,721.2923,0.0442
0.0001,200,0.05539,721.30756,0.0442
0.0001,200,0.05541,721.32312,0.04422
0.0001,200,0.05539,721.31744,0.0442
0.0001,200,0.05545,721.3639,0.04426
0.0001,200,0.05539,721.31632,0.0442
0.0001,200,0.05541,721.30842,0.04422
0.0001,200,0.05539,721.26384,0.0442
0.0001,200,0.0554,721.23449,0.04421
0.0001,200,0.05546,721.22471,0.04427
0.0001,200,0.0554,721.11207,0.04421
0.0001,200,0.05539,721.03976,0.0442
0.0001,200,0.05544,721.0028,0.04425
0.0001,200,0.05543,720.90205,0.04424
0.0001,200,0.0554,720.7633,0.04421
0.0001,200,0.05545,720.6146,0.04426
0.0001,200,0.05544,720.37518,0.04425
0.0001,200,0.05546,720.11154,0.04427
0.0001,200,0.05547,719.85869,0.04428
0.0001,200,0.05544,719.63168,0.04425
0.0001,200,0.0555,719.38635,0.04431
0.0001,200,0.05547,718.95698,0.04428
0.0001,200,0.05551,718.53178,0.04432
0.0001,200,0.05552,718.03309,0.04433
0.0001,200,0.05551,717.472,0.04432
0.0001,200,0.05553,716.89186,0.04434
0.0001,200,0.05554,716.27234,0.04435
0.0001,200,0.05556,715.64123,0.04437
0.0001,200,0.05558,714.992,0.04439
0.0001,200,0.05559,714.34169,0.0444
0.0001,200,0.05561,713.71969,0.04442
0.0001,200,0.05563,713.11498,0.04444
0.0001,200,0.05565,712.54479,0.04446
0.0001,200,0.05566,711.99515,0.04447
0.0001,200,0.05566,711.47497,0.04447
0.0001,200,0.05566,710.99409,0.04447
0.0001,200,0.05569,710.58259,0.0445
0.0001,200,0.0557,710.21298,0.04451
0.0001,200,0.05571,709.89756,0.04452
0.0001,200,0.05573,709.63792,0.04454
0.0001,200,0.0557,709.39203,0.04451
0.0001,200,0.05573,709.22769,0.04454
0.0001,200,0.05573,709.07157,0.04454
0.0001,200,0.05573,708.95099,0.04454
0.0001,200,0.05573,708.86123,0.04454
0.0001,200,0.05576,708.8102,0.04457
0.0001,200,0.05574,708.74734,0.04455
0.0001,200,0.05577,708.74801,0.04458
0.0001,200,0.05572,708.70716,0.04453
0.0001,200,0.05575,708.72687,0.04456
0.0001,200,0.05581,708.7775,0.04462
0.0001,200,0.05574,708.7402,0.04455
0.0001,200,0.05576,708.75986,0.04457
0.0001,200,0.05578,708.79916,0.04459
0.0001,200,0.05575,708.80128,0.04456
0.0001,200,0.05581,708.87977,0.04462
0.0001,200,0.05575,708.86508,0.04456
0.0001,200,0.05576,708.90636,0.04457
0.0001,200,0.05581,708.97804,0.04462
0.0001,200,0.05578,709.01087,0.04459
0.0001,200,0.05577,709.0561,0.04458
0.0001,200,0.05577,709.10739,0.04458
0.0001,200,0.05579,709.173,0.0446
0.0001,200,0.05578,709.2276,0.04459
0.0001,200,0.05579,709.28757,0.0446
0.0001,200,0.05578,709.34778,0.04459
0.0001,200,0.05579,709.42839,0.0446
0.0001,200,0.0558,709.49785,0.04461
0.0001,200,0.05576,709.51453,0.04457
0.0001,200,0.05582,709.61139,0.04463
0.0001,200,0.05576,709.63157,0.04457
0.0001,200,0.05585,709.74129,0.04466
0.0001,200,0.05579,709.74412,0.0446
0.0001,200,0.0558,709.81304,0.04461
0.0001,200,0.05582,709.88035,0.04463
0.0001,200,0.05581,709.92919,0.04462
0.0001,200,0.0558,709.98733,0.04461
0.0001,200,0.05582,710.08548,0.04463
0.0001,200,0.05581,710.15118,0.04462
0.0001,200,0.0558,710.20223,0.04461
0.0001,200,0.05582,710.27836,0.04463
0.0001,200,0.05579,710.31499,0.0446
0.0001,200,0.05582,710.39816,0.04463
0.0001,200,0.05581,710.46549,0.04462
0.0001,200,0.05582,710.54499,0.04463
0.0001,200,0.0558,710.60208,0.04461
0.0001,200,0.05585,710.69038,0.04466
0.0001,200,0.05581,710.72159,0.04462
0.0001,200,0.05582,710.79714,0.04463
0.0001,200,0.05583,710.87577,0.04464
0.0001,200,0.05583,710.95441,0.04464
0.0001,200,0.05581,711.01311,0.04462
0.0001,200,0.05584,711.10011,0.04465
0.0001,200,0.05585,711.14006,0.04466
0.0001,200,0.0558,711.15048,0.04461
0.0001,200,0.05583,711.24383,0.04464
0.0001,200,0.05584,711.32222,0.04465
0.0001,200,0.05584,711.4092,0.04465
0.0001,200,0.05584,711.48457,0.04465
0.0001,200,0.05584,711.55892,0.04465
0.0001,200,0.05584,711.62548,0.04465
0.0001,200,0.05584,711.69907,0.04465
0.0001,200,0.05585,711.78275,0.04466
0.0001,200,0.05585,711.86804,0.04466
0.0001,200,0.05582,711.92645,0.04463
0.0001,200,0.05588,712.02425,0.04469
0.0001,200,0.05586,712.06706,0.04467
0.0001,200,0.05584,712.11684,0.04465
0.0001,200,0.05586,712.18975,0.04467
0.0001,200,0.05589,712.25476,0.0447
0.0001,200,0.05583,712.25186,0.04464
0.0001,200,0.05583,712.31234,0.04464
0.0001,200,0.0559,712.41884,0.04471
0.0001,200,0.05583,712.41955,0.04464
0.0001,200,0.05583,712.47344,0.04464
0.0001,200,0.05589,712.5664,0.0447
0.0001,200,0.05587,712.60833,0.04468
0.0001,200,0.05584,712.66173,0.04465
0.0001,200,0.05587,712.76307,0.04468
0.0001,200,0.05588,712.83565,0.04469
0.0001,200,0.05584,712.85355,0.04465
0.0001,200,0.05588,712.93773,0.04469
0.0001,200,0.05586,712.99573,0.04467
0.0001,200,0.05587,713.07681,0.04468
0.0001,200,0.05584,713.13877,0.04465
0.0001,200,0.0559,713.23292,0.04471
0.0001,200,0.05587,713.29491,0.04468
0.0001,200,0.05588,713.3715,0.04469
0.0001,200,0.05588,713.43249,0.04469
0.0001,200,0.05587,713.46908,0.04468
0.0001,200,0.05594,713.55746,0.04475
0.0001,200,0.05587,713.56103,0.04468
0.0001,200,0.05583,713.59278,0.04464
0.0001,200,0.05592,713.70742,0.04473
0.0001,200,0.05588,713.72542,0.04469
0.0001,200,0.05584,713.76558,0.04465
0.0001,200,0.05592,713.86789,0.04473
0.0001,200,0.05592,713.92515,0.04473
0.0001,200,0.05585,713.92937,0.04466
0.0001,200,0.0559,714.01777,0.04471
0.0001,200,0.05591,714.09069,0.04472
0.0001,200,0.05589,714.14734,0.0447
0.0001,200,0.05588,714.18386,0.04469
0.0001,200,0.05595,714.27978,0.04476
0.0001,200,0.05589,714.27855,0.0447
0.0001,200,0.05587,714.30136,0.04468
0.0001,200,0.05592,714.386,0.04473
0.0001,200,0.05591,714.43121,0.04472
0.0001,200,0.05588,714.4874,0.04469
0.0001,200,0.05591,714.59322,0.04472
0.0001,200,0.05587,714.61591,0.04468
0.0001,200,0.05594,714.70299,0.04475
0.0001,200,0.0559,714.74733,0.04471
0.0001,200,0.05597,714.87132,0.04478
0.0001,200,0.05591,714.86655,0.04472
0.0001,200,0.05591,714.91322,0.04472
0.0001,200,0.05595,715.00538,0.04476
0.0001,200,0.05592,715.03231,0.04473
0.0001,200,0.05589,715.0525,0.0447
0.0001,200,0.05595,715.15715,0.04476
0.0001,200,0.05595,715.20562,0.04476
0.0001,200,0.05589,715.21508,0.0447
0.0001,200,0.05594,715.31912,0.04475
0.0001,200,0.05595,715.39084,0.04476
0.0001,200,0.05591,715.43742,0.04472
0.0001,200,0.05594,715.51738,0.04475
0.0001,200,0.05587,715.51971,0.04468
0.0001,200,0.05594,715.62856,0.04475
0.0001,200,0.05594,715.70149,0.04475
0.0001,200,0.05595,715.78421,0.04476
0.0001,200,0.05592,715.83764,0.04473
0.0001,200,0.05598,715.96465,0.04479
0.0001,200,0.05593,716.00166,0.04474
0.0001,200,0.05595,716.07961,0.04476
0.0001,200,0.05595,716.15164,0.04476
0.0001,200,0.05596,716.22408,0.04477
0.0001,200,0.05594,716.28458,0.04475
0.0001,200,0.05595,716.3699,0.04476
0.0001,200,0.05595,716.44057,0.04476
0.0001,200,0.05594,716.50926,0.04475
0.0001,200,0.05596,716.59353,0.04477
0.0001,200,0.05594,716.65322,0.04475
0.0001,200,0.05596,716.74399,0.04477
0.0001,200,0.05597,716.8316,0.04478
0.0001,200,0.05591,716.86487,0.04472
0.0001,200,0.05597,716.94735,0.04478
0.0001,200,0.05596,717.00158,0.04477
0.0001,200,0.056,717.09663,0.04481
0.0001,200,0.05597,717.11721,0.04478
0.0001,200,0.05592,717.13301,0.04473
0.0001,200,0.05598,717.22389,0.04479
0.0001,200,0.05599,717.28149,0.0448
0.0001,200,0.05593,717.29218,0.04474
0.0001,200,0.05597,717.36964,0.04478
0.0001,200,0.056,717.44296,0.04481
0.0001,200,0.05595,717.46752,0.04476
0.0001,200,0.05596,717.53291,0.04477
0.0001,200,0.056,717.62448,0.04481
0.0001,200,0.05597,717.66712,0.04478
0.0001,200,0.05595,717.69923,0.04476
0.0001,200,0.056,717.78296,0.04481
0.0001,200,0.05598,717.81717,0.04479
0.0001,200,0.05596,717.85605,0.04477
0.0001,200,0.05598,717.93268,0.04479
0.0001,200,0.05601,718.00308,0.04482
0.0001,200,0.05595,718.01248,0.04476
0.0001,200,0.05599,718.11763,0.0448
0.0001,200,0.05596,718.16694,0.04477
0.0001,200,0.05601,718.2364,0.04482
0.0001,200,0.05598,718.27682,0.04479
0.0001,200,0.05599,718.35639,0.0448
0.0001,200,0.05598,718.42922,0.04479
0.0001,200,0.056,718.51518,0.04481
0.0001,200,0.05599,718.58467,0.0448
0.0001,200,0.05599,718.65882,0.0448
0.0001,200,0.05599,718.72896,0.0448
0.0001,200,0.056,718.8043,0.04481
0.0001,200,0.05601,718.88185,0.04482
0.0001,200,0.056,718.94329,0.04481
0.0001,200,0.05601,719.01973,0.04482
0.0001,200,0.05596,719.02657,0.04477
0.0001,200,0.05601,719.104,0.04482
0.0001,200,0.05601,719.15389,0.04482
0.0001,200,0.056,719.2184,0.04481
0.0001,200,0.05602,719.30789,0.04483
0.0001,200,0.05597,719.33675,0.04478
0.0001,200,0.05603,719.43631,0.04484
0.0001,200,0.056,719.49749,0.04481
0.0001,200,0.05603,719.58544,0.04484
0.0001,200,0.05599,719.62018,0.0448
0.0001,200,0.05602,719.69604,0.04483
0.0001,200,0.056,719.74561,0.04481
0.0001,200,0.05601,719.81698,0.04482
0.0001,200,0.05604,719.90747,0.04485
0.0001,200,0.05601,719.96864,0.04482
0.0001,200,0.05603,720.05738,0.04484
0.0001,200,0.05604,720.12867,0.04485
0.0001,200,0.05603,720.17429,0.04484
0.0001,200,0.05599,720.20499,0.0448
0.0001,200,0.05603,720.29009,0.04484
0.0001,200,0.05598,720.31794,0.04479
0.0001,200,0.05606,720.41334,0.04487
0.0001,200,0.05602,720.42697,0.04483
0.0001,200,0.05597,720.42926,0.04478
0.0001,200,0.05603,720.51833,0.04484
0.0001,200,0.05604,720.57583,0.04485
0.0001,200,0.05597,720.58025,0.04478
0.0001,200,0.05604,720.67601,0.04485
0.0001,200,0.05606,720.74791,0.04487
0.0001,200,0.056,720.75261,0.04481
0.0001,200,0.05602,720.81908,0.04483
0.0001,200,0.05609,720.91703,0.0449
0.0001,200,0.05604,720.92364,0.04485
0.0001,200,0.05602,720.95655,0.04483
0.0001,200,0.05606,721.03429,0.04487
0.0001,200,0.05605,721.06472,0.04486
0.0001,200,0.05599,721.06302,0.0448
0.0001,200,0.05606,721.15202,0.04487
0.0001,200,0.05606,721.20783,0.04487
0.0001,200,0.05602,721.22709,0.04483
0.0001,200,0.05604,721.27493,0.04485
0.0001,200,0.05608,721.34259,0.04489
0.0001,200,0.05601,721.3421,0.04482
0.0001,200,0.05603,721.3954,0.04484
0.0001,200,0.05609,721.4824,0.0449
0.0001,200,0.05604,721.50308,0.04485
0.0001,200,0.05606,721.56424,0.04487
0.0001,200,0.05605,721.60527,0.04486
0.0001,200,0.05605,721.64387,0.04486
0.0001,200,0.05612,721.73311,0.04493
0.0001,200,0.05605,721.72994,0.04486
0.0001,200,0.05607,721.79822,0.04488
0.0001,200,0.05606,721.83202,0.04487
0.0001,200,0.05609,721.90177,0.0449
0.0001,200,0.05601,721.8756,0.04482
0.0001,200,0.05609,721.95072,0.0449
0.0001,200,0.05611,721.98798,0.04492
0.0001,200,0.05602,721.95867,0.04483
0.0001,200,0.05616,722.078,0.04497
0.0001,200,0.05607,722.02946,0.04488
0.0001,200,0.05599,721.97638,0.0448
0.0001,200,0.05618,722.13036,0.04499
0.0001,200,0.05603,722.02787,0.04484
0.0001,200,0.05599,722.00315,0.0448
0.0001,200,0.05618,722.14428,0.04499
0.0001,200,0.05623,722.18333,0.04504
0.0001,200,0.05604,722.04596,0.04485
0.0001,200,0.05612,722.1123,0.04493
0.0001,200,0.05617,722.14776,0.04498
0.0001,200,0.05601,722.03935,0.04482
0.0001,200,0.05613,722.1289,0.04494
0.0001,200,0.05612,722.13004,0.04493
0.0001,200,0.05598,722.03416,0.04479
0.0001,200,0.05614,722.14832,0.04495
0.0001,200,0.05611,722.13117,0.04492
0.0001,200,0.05601,722.06144,0.04482
0.0001,200,0.05609,722.11679,0.0449
0.0001,200,0.05612,722.13512,0.04493
0.0001,200,0.05608,722.08381,0.04489
0.0001,200,0.05608,722.0753,0.04489
0.0001,200,0.05614,722.10332,0.04495
0.0001,200,0.05611,722.05289,0.04492
0.0001,200,0.05607,722.0047,0.04488
0.0001,200,0.05614,722.01802,0.04495
0.0001,200,0.05613,721.95458,0.04494
0.0001,200,0.05608,721.85463,0.04489
0.0001,200,0.05613,721.79399,0.04494
0.0001,200,0.05615,721.71552,0.04496
0.0001,200,0.0561,721.60191,0.04491
0.0001,200,0.05611,721.50816,0.04492
0.0001,200,0.05618,721.45974,0.04499
0.0001,200,0.05613,721.28851,0.04494
0.0001,200,0.05615,721.1127,0.04496
0.0001,200,0.05615,720.86974,0.04496
0.0001,200,0.05617,720.57902,0.04498
0.0001,200,0.05616,720.23349,0.04497
0.0001,200,0.0562,719.89012,0.04501
0.0001,200,0.05619,719.47556,0.045
0.0001,200,0.0562,719.03771,0.04501
0.0001,200,0.05621,718.56266,0.04502
0.0001,200,0.05625,718.09424,0.04506
0.0001,200,0.0562,717.7234,0.04501
0.0001,200,0.05624,717.28625,0.04505
0.0001,200,0.05624,716.72653,0.04505
0.0001,200,0.05626,716.21161,0.04507
0.0001,200,0.05628,715.87813,0.04509
0.0001,200,0.05625,715.38014,0.04506
0.0001,200,0.05628,715.04174,0.04509
0.0001,200,0.05634,714.74186,0.04515
0.0001,200,0.05629,714.35407,0.0451
0.0001,200,0.0563,713.97179,0.04511
0.0001,200,0.05635,713.57807,0.04516
0.0001,200,0.05633,713.10042,0.04514
0.0001,200,0.05637,712.69437,0.04518
0.0001,200,0.05636,712.33506,0.04517
0.0001,200,0.05635,712.12468,0.04516
0.0001,200,0.05641,711.92949,0.04522
0.0001,200,0.05636,711.61834,0.04517
0.0001,200,0.05639,711.35679,0.0452
0.0001,200,0.0564,711.11491,0.04521
0.0001,200,0.05641,710.91324,0.04522
0.0001,200,0.05644,710.75826,0.04525
0.0001,200,0.05641,710.60715,0.04522
0.0001,200,0.05644,710.51741,0.04525
0.0001,200,0.05643,710.41486,0.04524
0.0001,200,0.05647,710.36247,0.04528
0.0001,200,0.05641,710.28095,0.04522
0.0001,200,0.05647,710.28829,0.04528
0.0001,200,0.05646,710.25207,0.04527
0.0001,200,0.05644,710.22527,0.04525
0.0001,200,0.05648,710.25674,0.04529
0.0001,200,0.05644,710.23925,0.04525
0.0001,200,0.05649,710.29252,0.0453
0.0001,200,0.05648,710.29626,0.04529
0.0001,200,0.05641,710.25872,0.04522
0.0001,200,0.05647,710.3159,0.04528
0.0001,200,0.05651,710.36691,0.04532
0.0001,200,0.05645,710.34622,0.04526
0.0001,200,0.05646,710.39321,0.04527
0.0001,200,0.05652,710.461,0.04533
0.0001,200,0.05646,710.44684,0.04527
0.0001,200,0.05645,710.47762,0.04526
0.0001,200,0.05652,710.56141,0.04533
0.0001,200,0.05649,710.57891,0.0453
0.0001,200,0.05643,710.57599,0.04524
0.0001,200,0.05651,710.67574,0.04532
0.0001,200,0.0565,710.72309,0.04531
0.0001,200,0.05646,710.73341,0.04527
0.0001,200,0.05649,710.78471,0.0453
0.0001,200,0.05653,710.84637,0.04534
0.0001,200,0.05644,710.82431,0.04525
0.0001,200,0.05659,710.95533,0.0454
0.0001,200,0.0565,710.90398,0.04531
0.0001,200,0.05644,710.88072,0.04525
0.0001,200,0.05658,711.00078,0.04539
0.0001,200,0.05647,710.94438,0.04528
0.0001,200,0.05647,710.96549,0.04528
0.0001,200,0.05642,710.97727,0.04523
0.0001,200,0.05651,711.08418,0.04532
0.0001,200,0.05652,711.15265,0.04533
0.0001,200,0.05648,711.18529,0.04529
0.0001,200,0.05651,711.26643,0.04532
0.0001,200,0.05649,711.29678,0.0453
0.0001,200,0.0565,711.37472,0.04531
0.0001,200,0.05652,711.44376,0.04533
0.0001,200,0.05648,711.47719,0.04529
0.0001,200,0.05652,711.56518,0.04533
0.0001,200,0.05654,711.63609,0.04535
0.0001,200,0.0565,711.67025,0.04531
0.0001,200,0.05652,711.75055,0.04533
0.0001,200,0.05654,711.82731,0.04535
0.0001,200,0.05651,711.87203,0.04532
0.0001,200,0.05649,711.91831,0.0453
0.0001,200,0.05656,712.02557,0.04537
0.0001,200,0.05654,712.05701,0.04535
0.0001,200,0.05649,712.06732,0.0453
0.0001,200,0.05656,712.16171,0.04537
0.0001,200,0.05655,712.20604,0.04536
0.0001,200,0.0565,712.22573,0.04531
0.0001,200,0.05654,712.31546,0.04535
0.0001,200,0.05658,712.40689,0.04539
0.0001,200,0.05653,712.41325,0.04534
0.0001,200,0.05654,712.47987,0.04535
0.0001,200,0.05653,712.53577,0.04534
0.0001,200,0.05654,712.61192,0.04535
0.0001,200,0.05657,712.6899,0.04538
0.0001,200,0.05652,712.70323,0.04533
0.0001,200,0.05653,712.76085,0.04534
0.0001,200,0.05659,712.84594,0.0454
0.0001,200,0.05654,712.88742,0.04535
0.0001,200,0.05657,712.97057,0.04538
0.0001,200,0.05655,713.01868,0.04536
0.0001,200,0.05655,713.09278,0.04536
0.0001,200,0.05654,713.15319,0.04535
0.0001,200,0.05656,713.24217,0.04537
0.0001,200,0.05655,713.28344,0.04536
0.0001,200,0.05658,713.37801,0.04539
0.0001,200,0.05654,713.43363,0.04535
0.0001,200,0.05658,713.54044,0.04539
0.0001,200,0.05655,713.58603,0.04536
0.0001,200,0.05656,713.66532,0.04537
0.0001,200,0.05657,713.75191,0.04538
0.0001,200,0.05656,713.80749,0.04537
0.0001,200,0.05654,713.84925,0.04535
0.0001,200,0.05657,713.94182,0.04538
0.0001,200,0.05657,714.0103,0.04538
0.0001,200,0.05657,714.08336,0.04538
0.0001,200,0.05656,714.16488,0.04537
0.0001,200,0.05656,714.2405,0.04537
0.0001,200,0.05657,714.32518,0.04538
0.0001,200,0.05657,714.39651,0.04538
0.0001,200,0.05658,714.48579,0.04539
0.0001,200,0.05658,714.5579,0.04539
0.0001,200,0.05658,714.62788,0.04539
0.0001,200,0.05657,714.69011,0.04538
0.0001,200,0.05659,714.76771,0.0454
